,marker site,latitude,longitude,estacao3,estacao,codigo
716,920685890,39.456,-8.978,TURQUEL (17D/01UG),TURQUEL (17D/01UG),17D/01UG
717,920685850,40.359,-8.041,T&Aacute;BUA (11I/04UG),TÁBUA (11I/04UG),11I/04UG
718,920685892,41.575,-8.518,UCHA (04F/03UG),UCHA (04F/03UG),04F/03UG
719,920686164,39.313,-8.432,ULME (18G/02UG),ULME (18G/02UG),18G/02UG
720,920752460,39.226823,-7.393306,URRA (18M/02U),URRA (18M/02U),18M/02U
721,920685896,41.778,-8.772,VALADARES (03E/04UG),VALADARES (03E/04UG),03E/04UG
722,920685900,40.899,-7.068,VALE AFONSINHO (08O/01UG),VALE AFONSINHO (08O/01UG),08O/01UG
723,920752532,37.282063,-8.301325,VALE DE BARRIGA (30H/02U),VALE DE BARRIGA (30H/02U),30H/02U
724,920685902,37.811807,-7.869803,VALE DE CAMELOS (27J/03C),VALE DE CAMELOS (27J/03C),27J/03C
725,920685906,40.295,-6.949,VALE DE ESPINHO (12P/01UG),VALE DE ESPINHO (12P/01UG),12P/01UG
726,920685898,41.098234,-7.590031,VALE DE FIGUEIRA (07L/10UG),VALE DE FIGUEIRA (07L/10UG),07L/10UG
727,920752390,40.111278,-7.424999,VALE DE PRAZERES (13M/02U),VALE DE PRAZERES (13M/02U),13M/02U
728,920685904,41.515,-7.418,VALE DE &Eacute;GUA (04M/02UG),VALE DE ÉGUA (04M/02UG),04M/02UG
729,920685910,39.345709,-7.647758,VALE DO PESO (17L/02UG),VALE DO PESO (17L/02UG),17L/02UG
730,920685782,40.399138,-7.589401,VALE DO ROSSIM (11L/09G),VALE DO ROSSIM (11L/09G),11L/09G
731,7286408658,37.75925,-7.554222,VALE FORMOSO (27L/02G),VALE FORMOSO (27L/02G),27L/02G
732,920685908,38.737,-7.814,VALE PEREIRO (21K/03UG),VALE PEREIRO (21K/03UG),21K/03UG
733,920686122,39.878755,-8.71862,VALE SALGUEIRO (14E/03UG),VALE SALGUEIRO (14E/03UG),14E/03UG
734,920685912,42.013,-8.645,VALEN&Ccedil;A (01F/02UG),VALENÇA (01F/02UG),01F/02UG
735,920685914,41.388804,-6.99531,VALES (05P/03G),VALES (05P/03G),05P/03G
736,920685916,41.465466,-7.351428,VALES (VALPA&Ccedil;OS) (05M/04UG),VALES (VALPAÇOS) (05M/04UG),05M/04UG
737,920752418,39.732098,-7.984718,VALES DE CARDIGOS (15J/03U),VALES DE CARDIGOS (15J/03U),15J/03U
738,920685918,40.407,-7.404,VALHELHAS (11M/01UG),VALHELHAS (11M/01UG),11M/01UG
739,920752540,37.082,-8.718,VALVERDE (31E/03C),VALVERDE (31E/03C),31E/03C
740,920685920,40.586277,-8.18807,VARZIELAS (10H/02G),VARZIELAS (10H/02G),10H/02G
741,920752616,39.365,-9.218,VAU (17B/01U),VAU (17B/01U),17B/01U
742,920686126,41.67518,-7.986166,VENDA NOVA (03J/07G),VENDA NOVA (03J/07G),03J/07G
743,920685922,38.665,-8.468,VENDAS NOVAS (21G/01UG),VENDAS NOVAS (21G/01UG),21G/01UG
744,920752564,39.067,-9.311,VENTOSA (19B/04U),VENTOSA (19B/04U),19B/04U
745,920685924,39.27,-9.101,VERMELHA (18C/03UG),VERMELHA (18C/03UG),18C/03UG
746,920686092,40.827,-6.876,VERMIOSA (09P/01U),VERMIOSA (09P/01U),09P/01U
747,920685926,41.759,-7.864,VIADE (03J/04UG),VIADE (03J/04UG),03J/04UG
748,920685928,38.328469,-8.006624,VIANA DO ALENTEJO (24I/01C),VIANA DO ALENTEJO (24I/01C),24I/01C
749,920685930,41.456,-8.551,VIATODOS (05F/01UG),VIATODOS (05F/01UG),05F/01UG
750,920685776,41.637687,-7.573659,VIDAGO (04L/01UG),VIDAGO (04L/01UG),04L/01UG
751,920685778,37.206,-8.602,VIDIGAL (30F/05C),VIDIGAL (30F/05C),30F/05C
752,920685932,38.206971,-7.803245,VIDIGUEIRA (24K/02UG),VIDIGUEIRA (24K/02UG),24K/02UG
753,920752396,39.865418,-8.934734,VIEIRA DE LEIRIA (14D/04U),VIEIRA DE LEIRIA (14D/04U),14D/04U
754,920752458,39.121795,-9.12027,VILA CH&Atilde; (ALENQUER) (19C/05U),VILA CHÃ (ALENQUER) (19C/05U),19C/05U
755,920685934,41.324,-7.49,VILA CH&Atilde; (ALIJ&Oacute;) (06M/01G),VILA CHÃ (ALIJÓ) (06M/01G),06M/01G
756,920685936,41.296,-8.716,VILA CH&Atilde; (MINDELO) (06E/03UG),VILA CHÃ (MINDELO) (06E/03UG),06E/03UG
757,920685938,41.717,-7.896,VILA DA PONTE (03J/05G),VILA DA PONTE (03J/05G),03J/05G
758,920685940,39.673761,-8.149996,VILA DE REI (15I/02UG),VILA DE REI (15I/02UG),15I/02UG
759,920752582,41.865,-8.485,VILA FRANCA (02G/08U),VILA FRANCA (02G/08U),02G/08U
760,920685942,38.944,-8.948,VILA FRANCA DE XIRA (LEZ&Iacute;RIA) (20D/01C),VILA FRANCA DE XIRA (LEZÍRIA) (20D/01C),20D/01C
761,920685944,38.516,-9.013,VILA NOGUEIRA DE AZEIT&Atilde;O (22C/02UG),VILA NOGUEIRA DE AZEITÃO (22C/02UG),22C/02UG
762,920685946,41.939,-8.737,VILA NOVA DE CERVEIRA (02E/02GC),VILA NOVA DE CERVEIRA (02E/02GC),02E/02GC
763,920752430,39.648754,-8.584723,VILA NOVA DE OUR&Eacute;M (16F/05U),VILA NOVA DE OURÉM (16F/05U),16F/05U
764,920686054,40.852,-7.729,VILA NOVA DE PAIVA (08K/02G),VILA NOVA DE PAIVA (08K/02G),08K/02G
765,920685894,40.212,-8.247,VILA NOVA DE POIARES (12H/02UG),VILA NOVA DE POIARES (12H/02UG),12H/02UG
766,920752332,39.215412,-8.834714,VILA NOVA DE S&Atilde;O PEDRO (18D/04U),VILA NOVA DE SÃO PEDRO (18D/04U),18D/04U
767,920685948,40.799,-7.418,VILA NOVINHA (09M/01UG),VILA NOVINHA (09M/01UG),09M/01UG
768,920685950,41.498055,-7.635999,VILA POUCA DE AGUIAR (05L/01UG),VILA POUCA DE AGUIAR (05L/01UG),05L/01UG
769,920685952,41.121,-7.663,VILA SECA (07L/04UG),VILA SECA (07L/04UG),07L/04UG
770,920685954,39.651986842,-7.671593605,VILA VELHA DE ROD&Atilde;O (16K/01G),VILA VELHA DE RODÃO (16K/01G),16K/01G
771,920752504,37.932085,-7.284659,VILA VERDE DE FICALHO (26N/01U),VILA VERDE DE FICALHO (26N/01U),26N/01U
772,920685956,38.78515,-7.420516,VILA VI&Ccedil;OSA (21M/01UG),VILA VIÇOSA (21M/01UG),21M/01UG
773,920685960,40.576,-8.08,VILAR DE BESTEIROS (10I/02UG),VILAR DE BESTEIROS (10I/02UG),10I/02UG
774,920685958,41.616,-8.089,VILAR DO CH&Atilde;O (04I/04UG),VILAR DO CHÃO (04I/04UG),04I/04UG
775,920685962,41.666851,-7.733385,VILAR DO PORRO (03K/08UG),VILAR DO PORRO (03K/08UG),03K/08UG
776,920685964,40.609,-6.831,VILAR FORMOSO (10Q/01UG),VILAR FORMOSO (10Q/01UG),10Q/01UG
777,920686056,41.512,-8.483,VILA&Ccedil;A (04G/05UG),VILAÇA (04G/05UG),04G/05UG
778,920686058,39.467,-9.014,VIMEIRO (ALCOBA&Ccedil;A) (17C/02UG),VIMEIRO (ALCOBAÇA) (17C/02UG),17C/02UG
779,920685966,39.179,-9.314,VIMEIRO (LOURINH&Atilde;) (18B/04UG),VIMEIRO (LOURINHÃ) (18B/04UG),18B/04UG
780,920685968,38.829,-7.835,VIMIEIRO (21J/01UG),VIMIEIRO (21J/01UG),21J/01UG
781,920685970,41.827975,-6.993837,VINHAIS (02O/02UG),VINHAIS (02O/02UG),02O/02UG
782,920685972,41.734,-8.011,XERTELO (03I/04G),XERTELO (03I/04G),03I/04G
783,920685974,41.66,-8.025,ZEBRAL (04I/03UG),ZEBRAL (04I/03UG),04I/03UG
784,920684962,41.26,-8.485,&Aacute;GUA LONGA (AGRELA) (06G/03G),ÁGUA LONGA (AGRELA) (06G/03G),06G/03G
785,920686062,38.582,-8.694,&Aacute;GUAS DE MOURA (22E/01UG),ÁGUAS DE MOURA (22E/01UG),22E/01UG
786,920684968,37.579,-7.687,&Aacute;LAMO (28K/02UG),ÁLAMO (28K/02UG),28K/02UG
787,920685312,38.769034,-7.716075,&Eacute;VORA-MONTE (21K/02UG),ÉVORA-MONTE (21K/02UG),21K/02UG
788,920685536,39.358,-9.156,&Oacute;BIDOS (17C/07C),ÓBIDOS (17C/07C),17C/07C
789,,,,,,
