p_val,avg_log2FC,pct.1,pct.2,p_val_adj,cluster,gene
1.34E-12,5.850122828,0.118,0.007,7.88E-08,5,ADH1B
1.69E-12,3.32025814,0.265,0.034,9.94E-08,5,DST
1.75E-12,4.517512893,0.118,0.007,1.03E-07,5,ACVRL1
1.86E-12,4.436821797,0.118,0.007,1.10E-07,5,VWA1
2.00E-12,2.606130329,0.294,0.041,1.17E-07,5,S100A13
2.06E-12,4.1416529,0.118,0.007,1.21E-07,5,SEMA3C
4.07E-12,3.849570669,0.206,0.022,2.40E-07,5,ITGB4
4.14E-12,3.606047573,0.176,0.016,2.44E-07,5,TMOD2
4.32E-12,2.757799536,0.265,0.034,2.54E-07,5,SRGAP2
4.82E-12,3.958353656,0.176,0.016,2.84E-07,5,SYTL4
5.52E-12,3.529989318,0.5,0.124,3.25E-07,5,KLF4
7.08E-12,2.575197635,0.353,0.061,4.17E-07,5,RND3
8.94E-12,3.13631172,0.235,0.028,5.26E-07,5,TMEM176A
3.76E-11,1.698209812,0.706,0.236,2.21E-06,5,MT2A
4.17E-11,2.642516003,0.706,0.252,2.45E-06,5,HSPA1A
8.35E-11,3.299697502,0.147,0.012,4.91E-06,5,KDELC2
9.09E-11,3.352961906,0.206,0.024,5.35E-06,5,ID4
1.20E-10,3.958880292,0.118,0.008,7.05E-06,5,PCDH1
2.43E-10,2.915603283,0.176,0.018,1.43E-05,5,WDR41
2.49E-10,3.133089165,0.265,0.041,1.47E-05,5,RALGPS2
3.50E-10,3.729425378,0.206,0.026,2.06E-05,5,MAL
3.78E-10,2.140582987,0.588,0.193,2.22E-05,5,CST3
3.82E-10,3.848362755,0.118,0.009,2.25E-05,5,SLC29A1
4.79E-10,3.8194941,0.294,0.053,2.82E-05,5,C11orf96
4.91E-10,3.74764249,0.206,0.027,2.89E-05,5,KHDRBS3
6.49E-10,3.14526345,0.176,0.019,3.82E-05,5,CRIP2
9.53E-10,4.035235995,0.118,0.009,5.61E-05,5,AC008735.1
9.71E-10,3.912124782,0.118,0.009,5.72E-05,5,SESTD1
1.17E-09,2.57883964,0.265,0.042,6.88E-05,5,BMPR2
1.21E-09,3.642070279,0.147,0.014,7.10E-05,5,MOB3B
1.90E-09,2.348142004,0.294,0.052,0.000111733,5,DNASE2
2.00E-09,2.872192382,0.176,0.02,0.000118022,5,RGS16
2.11E-09,2.942776405,0.5,0.15,0.000124382,5,HSPA1B
2.22E-09,2.509566337,0.206,0.027,0.000130613,5,EHBP1
2.35E-09,3.617710515,0.147,0.015,0.000138496,5,EVI5
2.63E-09,3.762349639,0.118,0.009,0.000154982,5,LAMB1
3.01E-09,3.917712972,0.147,0.015,0.000176979,5,COL1A1
3.89E-09,2.059040356,0.824,0.472,0.000229253,5,DNAJB1
5.77E-09,2.585602215,0.206,0.028,0.000339789,5,CLPB
5.77E-09,2.914169573,0.235,0.038,0.000339905,5,NET1
6.27E-09,4.730440944,0.206,0.03,0.000369047,5,DCN
8.58E-09,3.956243531,0.529,0.201,0.000505336,5,EGR1
1.37E-08,3.785962581,0.118,0.01,0.000809299,5,DSEL
1.55E-08,3.454785139,0.118,0.01,0.000912667,5,PTK2
2.49E-08,3.207718141,0.147,0.017,0.00146713,5,ZNF704
4.16E-08,2.972881037,0.147,0.017,0.002450969,5,WLS
4.19E-08,3.147816574,0.147,0.017,0.002467327,5,ATP1B2
6.81E-08,2.069331374,0.265,0.05,0.00401141,5,HBEGF
7.98E-08,3.937426635,0.147,0.018,0.004697741,5,NNMT
8.24E-08,2.408984994,0.294,0.065,0.004853826,5,PLK2
1.13E-07,2.352219671,0.265,0.053,0.006634389,5,MT1E
1.43E-07,2.969076856,0.118,0.012,0.008411648,5,WDSUB1
1.68E-07,4.225183401,0.118,0.012,0.009877995,5,PBX1
2.34E-07,1.885656147,0.206,0.034,0.01376834,5,HMGN5
2.50E-07,2.983512735,0.118,0.012,0.014708469,5,ENG
2.55E-07,2.782018732,0.118,0.012,0.015035063,5,SORBS1
3.30E-07,2.275961288,0.235,0.045,0.019406623,5,RUFY1
4.02E-07,2.259177175,0.206,0.035,0.023690498,5,NCAM1
5.47E-07,2.774483045,0.235,0.048,0.032219601,5,APP
6.44E-07,3.236908908,0.176,0.029,0.037913624,5,NCKAP1
6.61E-07,2.989105687,0.118,0.013,0.038918884,5,SLIT2
6.64E-07,2.353934082,0.147,0.02,0.039073232,5,RPL13P5
6.82E-07,2.181417449,0.206,0.036,0.040172181,5,LIAS
7.08E-07,3.192272198,0.118,0.013,0.041677047,5,AC138207.8
7.30E-07,2.743993523,0.324,0.087,0.04297197,5,HES1
7.87E-07,2.887200052,0.235,0.05,0.046326413,5,DNAJB4
7.92E-07,1.935847201,0.382,0.108,0.04660387,5,ACAA1
