SNIRH - SISTEMA NACIONAL DE INFORMAÇÃO DE RECURSOS HÍDRICOS,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
REDE:,Meteorológica,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
CÓDIGO,NOME,ALTITUDE (M),LATITUDE (ºN),LONGITUDE (ºW),COORD_X (M),COORD_Y (M),ALTITUDE (M),BACIA,DISTRITO,CONCELHO,FREGUESIA,ENTIDADE RESPONSÁVEL (AUTOMÁTICA),ENTIDADE RESPONSÁVEL (CONVENCIONAL),TIPO ESTAÇÃO (AUTOMÁTICA),TIPO ESTAÇÃO (CONVENCIONAL),ENTRADA FUNCIONAMENTO (CONVENCIONAL),ENCERRAMENTO (CONVENCIONAL),ENTRADA FUNCIONAMENTO (AUTOMÁTICA),ENCERRAMENTO (AUTOMÁTICA),TELEMETRIA,ESTADO,ÍNDICE QUALIDADE*
06N/01C,FOLGARES,739,41.303242,-7.282811,271214.346,481904.61,739,DOURO,BRAGANÇA,VILA FLOR,FREIXIEL,Autoridade Nacional da Água,CCDR-NORTE,Climatológica,Climatológica,16711,-,37785,-,SIM,ATIVA,-
01H/03UG,FONTE BOA,866,42.015,-8.313,185138.25,560676.685,866,MINHO,VIANA DO CASTELO,MONÇÃO,TANGIL,Autoridade Nacional da Água,CCDR-NORTE,Udográfica,Udométrica,22190,-,37644,39072,NÃO,DESATIVADA,-
05S/01UG,FONTE DA ALDEIA,716,41.432,-6.395,345304.567,497330.161,716,DOURO,BRAGANÇA,MIRANDA DO DOURO,VILA CHÃ DE BRACIOSA,Autoridade Nacional da Água,CCDR-NORTE,Udográfica,Udométrica,11689,-,37725,-,NÃO,ATIVA,-
06N/03UG,FONTE LONGA,800,41.232,-7.268,272526.073,474018.953,800,DOURO,BRAGANÇA,CARRAZEDA DE ANSIÃES,FONTE LONGA,Autoridade Nacional da Água,CCDR-NORTE,Udográfica,Udométrica,11963,-,37727,-,SIM,ATIVA,-
04H/02UG,FONTELA,335,41.508,-8.244,190772.664,504298.37,335,AVE,BRAGA,GUIMARÃES,GONÇA,Autoridade Nacional da Água,CCDR-NORTE,Udográfica,Udométrica,29373,-,38792,-,NÃO,ATIVA,-
06K/04U,FONTES,632,41.232121,-7.851427,223618.347,473695.963,632,DOURO,VILA REAL,SANTA MARTA DE PENAGUIÃO,FONTES,-,IVP-INAG,-,Udométrica,15707,23346,-,-,NÃO,EXTINTA,-
09L/02UG,FORNINHOS,498,40.704062,-7.560296,248410.499,415172.013,498,MONDEGO,GUARDA,AGUIAR DA BEIRA,FORNINHOS,Autoridade Nacional da Água,CCDR-CENTRO,Udográfica,Udométrica,29465,-,37252,-,NÃO,ATIVA,-
10L/01UG,FORNOS DE ALGODRES,473,40.627,-7.53,251028.486,406582.713,473,MONDEGO,GUARDA,FORNOS DE ALGODRES,FORNOS DE ALGODRES,Autoridade Nacional da Água,CCDR-CENTRO,Udográfica,Udométrica,6119,-,37260,-,NÃO,ATIVA,-
06Q/01UG,FORNOS DE LAGOAÇA,697,41.183,-6.757,315489.629,469080.608,697,DOURO,BRAGANÇA,FREIXO DE ESPADA À CINTA,FORNOS,Autoridade Nacional da Água,CCDR-NORTE,Udográfica,Udométrica,11689,-,37993,-,NÃO,ATIVA,-
22M/02C,FORO ESPANHOL,203,38.513,-7.407,263337.039,171986.103,203,GUADIANA,ÉVORA,ALANDROAL,SANTIAGO MAIOR,-,CCDR-ALENTEJO,-,Climatológica,29495,36219,-,-,NÃO,EXTINTA,-
21H/02C,FOROS DE VALE DA FIGUEIRA,177,38.715414,-8.30136,185365.065,194228.771,177,TEJO,ÉVORA,MONTEMOR-O-NOVO,FOROS DE VALE DE FIGUEIRA,-,CCDR-ALENTEJO,-,Climatológica,29129,30589,-,-,NÃO,EXTINTA,-
25H/02U,FORTES (CANHESTROS),86,38.015405,-8.268009,188151.149,116519.955,86,SADO,BEJA,FERREIRA DO ALENTEJO,FERREIRA DO ALENTEJO,-,CCDR-ALENTEJO,-,Udométrica,21094,25476,-,-,NÃO,EXTINTA,-
15K/02U,FOZ DO COBRÃO,274,39.732101,-7.784715,229866.799,307146.094,274,TEJO,CASTELO BRANCO,PROENÇA-A-NOVA,SOBREIRA FORMOSA,-,EDP,-,Udométrica,14885,36525,-,-,NÃO,EXTINTA,-
29F/02UG,FOZ DO FARELO,139,37.363,-8.625,156460,44223,139,RIBEIRAS DO ALGARVE,FARO,MONCHIQUE,MONCHIQUE,Autoridade Nacional da Água,CCDR-ALGARVE,Udográfica,Udométrica,29495,-,37042,-,NÃO,ATIVA,-
30H/01U,FOZ DO RIBEIRO,142,37.315398,-8.234658,190994.693,38821.594,142,ARADE,FARO,SILVES,SÃO BARTOLOMEU DE MESSINES,-,CCDR-ALGARVE,-,Udométrica,23651,31320,-,-,NÃO,EXTINTA,-
10J/03UG,FRAGOSELA DE BAIXO,376,40.632112,-7.848909,224045.123,407063.416,376,MONDEGO,VISEU,VISEU,FRAGOSELA,Autoridade Nacional da Água,CCDR-CENTRO,Udográfica,Udométrica,29403,-,37252,-,NÃO,ATIVA,-
16K/03U,FRATEL,141,39.615434,-7.718044,235642.095,294216.827,141,TEJO,CASTELO BRANCO,VILA VELHA DE RÓDÃO,FRATEL,-,EDP,-,Udométrica,14885,36525,-,-,NÃO,EXTINTA,-
09O/02U,FREIXEDAS,693,40.688,-7.163,282047.856,413678.384,693,DOURO,GUARDA,PINHEL,FREIXEDAS,-,CCDR-CENTRO,-,Udométrica,20729,37894,-,-,NÃO,EXTINTA,-
15G/03UG,FREIXIANDA,116,39.758,-8.459,172034.225,310006.928,116,TEJO,SANTARÉM,OURÉM,FREIXIANDA,Autoridade Nacional da Água,CCDR-LVT,Udográfica,Udométrica,16224,-,37532,-,NÃO,ATIVA,-
07Q/01U,FREIXO DE ESPADA À CINTA,455,41.082,-6.801,311907.991,457854.152,455,DOURO,BRAGANÇA,FREIXO DE ESPADA À CINTA,FREIXO DE ESPADA À CINTA,-,CCDR-NORTE,-,Udométrica,15615,22554,-,-,NÃO,EXTINTA,-
07N/05UG,FREIXO DE NUMÃO,563,41.065,-7.218,276912.913,455551.683,563,DOURO,GUARDA,VILA NOVA DE FOZ CÔA,FREIXO DE NUMÃO,Autoridade Nacional da Água,CCDR-NORTE,Udográfica,Udométrica,29983,-,37193,-,NÃO,ATIVA,-
01F/01UG,FRIESTAS,32,42.045,-8.56,164630.296,563988.974,32,MINHO,VIANA DO CASTELO,VALENÇA,FRIESTAS,Autoridade Nacional da Água,CCDR-NORTE,Udográfica,Udométrica,29495,-,37760,-,NÃO,ATIVA,-
19L/02UG,FRONTEIRA,259,39.057947,-7.647217,242056,232353,259,TEJO,PORTALEGRE,FRONTEIRA,FRONTEIRA,Autoridade Nacional da Água,CCDR-ALENTEJO,Udográfica,Udométrica,11628,-,36942,44361,NÃO,DESATIVADA,-
17D/04G,FRÁGUAS,53,39.364,-8.85,138252.505,266511.285,53,TEJO,SANTARÉM,RIO MAIOR,FRÁGUAS,Autoridade Nacional da Água,CCDR-LVT,Udográfica,Udográfica,29129,-,37165,-,NÃO,ATIVA,-
31K/03U,FUSETA,2,37.048734,-7.751312,233958.997,9289.603,2,RIBEIRAS DO ALGARVE,FARO,OLHÃO,MONCARAPACHO,-,CCDR-ALGARVE,-,Udométrica,29129,31320,-,-,NÃO,EXTINTA,-
10E/03UG,GAFANHA DA NAZARÉ,17,40.618,-8.706,151534.989,405670.236,17,VOUGA/RIBEIRAS COSTEIRAS,AVEIRO,ÍLHAVO,ÍLHAVO (SÃO SALVADOR),Autoridade Nacional da Água,CCDR-CENTRO,Udográfica,Udométrica,17908,-,37288,-,NÃO,ATIVA,-
19J/01U,GALVEIAS,176,39.148757,-8.001368,211387.437,242330.891,176,TEJO,PORTALEGRE,PONTE DE SOR,GALVEIAS,-,CCDR-ALENTEJO,-,Udométrica,11634,31320,-,-,NÃO,EXTINTA,-
27G/02U,GARVÃO (MONTINHO),138,37.715401,-8.334669,182225.051,83231.621,138,SADO,BEJA,OURIQUE,GARVÃO,-,CCDR-ALENTEJO,-,Udométrica,28764,36525,-,-,NÃO,EXTINTA,-
17J/01UG,GAVIÃO,273,39.463,-7.937,216891,277275,273,TEJO,PORTALEGRE,GAVIÃO,GAVIÃO,Autoridade Nacional da Água,CCDR-ALENTEJO,Udográfica,Udométrica,11628,-,37077,40183,NÃO,DESATIVADA,-
03F/03UG,GERAZ DO LIMA,30,41.707,-8.665,155704.763,526550.142,30,LIMA,VIANA DO CASTELO,VIANA DO CASTELO,GERAZ DO LIMA (SANTA LEOCÁDIA),Autoridade Nacional da Água,CCDR-NORTE,Udográfica,Udométrica,22190,-,37705,-,SIM,ATIVA,-
03I/05U,GEREZ,664,41.732,-8.168,197090.471,529190.982,664,CÁVADO/RIBEIRAS COSTEIRAS,BRAGA,TERRAS DE BOURO,VILAR DA VEIGA,-,CCDR-NORTE,-,Udométrica,275,23650,-,-,NÃO,EXTINTA,-
02O/01UG,GESTOSA,706,41.883,-7.151,281524,546423,706,DOURO,BRAGANÇA,VINHAIS,VILAR SECO DE LOMBA,Autoridade Nacional da Água,CCDR-NORTE,Udográfica,Udométrica,11689,-,37896,-,NÃO,ATIVA,-
29K/02UG,GIÕES,202,37.472,-7.697,238565,56314,202,GUADIANA,FARO,ALCOUTIM,GIÕES,Autoridade Nacional da Água,CCDR-ALGARVE,Udográfica,Udométrica,29129,-,36937,-,NÃO,ATIVA,-
04G/06C,GONDIZALVES,90,41.543226,-8.453668,173254.71,508260.132,90,CÁVADO/RIBEIRAS COSTEIRAS,BRAGA,BRAGA,GONDIZALVES,Autoridade Nacional da Água,CCDR-NORTE,Climatológica,Climatológica,29281,-,37761,-,NÃO,ATIVA,-
04J/05U,GONDIÃES,649,41.590459,-7.841717,224299.16,513496.825,649,DOURO,BRAGA,CABECEIRAS DE BASTO,GONDIÃES,-,CCDR-NORTE,-,Udométrica,16711,31656,-,-,NÃO,EXTINTA,-
04I/05UG,GONTIM,695,41.527,-8.105,202344.297,506421.728,695,AVE,BRAGA,FAFE,GONTIM,Autoridade Nacional da Água,CCDR-NORTE,Udográfica,Udométrica,29373,-,37711,-,NÃO,ATIVA,-
11L/01UG,GOUVEIA,671,40.494,-7.593,245760.455,391772.224,671,MONDEGO,GUARDA,GOUVEIA,GOUVEIA (SÃO PEDRO),Autoridade Nacional da Água,CCDR-CENTRO,Udográfica,Udométrica,11232,-,38183,-,NÃO,ATIVA,-
05K/01U,GOUVÃES DA SERRA,971,41.47796,-7.729211,233738.185,501039.636,971,DOURO,VILA REAL,VILA POUCA DE AGUIAR,GOUVÃES DA SERRA,-,CCDR-NORTE,-,Udométrica,16711,31320,-,-,NÃO,EXTINTA,-
13L/02G,GRALHAS,565,40.08211,-7.484721,255303.041,346152.07,565,TEJO,CASTELO BRANCO,FUNDÃO,CASTELO NOVO,-,CCDR-CENTRO,-,Udográfica,17076,31320,-,-,NÃO,EXTINTA,-
07J/05UG,GRALHEIRA,1104,41.003,-7.969,213768.443,448219.531,1104,DOURO,VISEU,CINFÃES,GRALHEIRA,Autoridade Nacional da Água,CCDR-NORTE,Udográfica,Udométrica,16914,35216,42423,-,NÃO,ATIVA,-
03K/02UG,GRALHÓS,910,41.784,-7.738,232886.092,534974.179,910,CÁVADO/RIBEIRAS COSTEIRAS,VILA REAL,MONTALEGRE,CHÃ,Autoridade Nacional da Água,CCDR-NORTE,Udográfica,Udométrica,16132,-,37700,-,NÃO,ATIVA,-
24F/01C,GRÂNDOLA,95,38.171168,-8.55914,162665,133887,95,SADO,SETÚBAL,GRÂNDOLA,GRÂNDOLA,Autoridade Nacional da Água,CCDR-ALENTEJO,Climatológica,Climatológica,11636,-,36904,-,SIM,ATIVA,-
29J/05UG,GUEDELHAS,295,37.490554,-7.982941,213277,58267,295,GUADIANA,BEJA,ALMODÔVAR,ALMODÔVAR,Autoridade Nacional da Água,CCDR-ALENTEJO,Udográfica,Udométrica,29160,-,36938,-,NÃO,ATIVA,-
14E/01G,GUIA (ESTAÇÃO),94,39.945977,-8.800012,143005.166,331049.363,94,LIS/RIBEIRAS COSTEIRAS,LEIRIA,POMBAL,GUIA,-,CCDR-CENTRO,-,Udográfica,29129,30589,-,-,NÃO,EXTINTA,-
08M/05U,GUILHEIRO,884,40.896,-7.416,260419.721,436608.582,884,DOURO,GUARDA,TRANCOSO,GUILHEIRO,-,EDP,-,Udométrica,17441,40178,-,-,NÃO,EXTINTA,-
13I/01G,GÓIS,190,40.156824,-8.113343,201684.566,354247.515,190,MONDEGO,COIMBRA,GÓIS,GÓIS,Autoridade Nacional da Água,CCDR-CENTRO,Udográfica,Udográfica,6411,-,37264,-,NÃO,ATIVA,-
26J/05C,HERDADE DAS RASCAS,196,37.932,-7.918,218908.196,107283.502,196,SADO,BEJA,BEJA,TRINDADE,-,CCDR-ALENTEJO,-,Climatológica,34090,36891,-,-,NÃO,EXTINTA,-
26M/01C,HERDADE DE VALADA,223,37.948079,-7.432439,261583,109269,223,GUADIANA,BEJA,SERPA,ALDEIA NOVA DE SÃO BENTO,Autoridade Nacional da Água,CCDR-ALENTEJO,Climatológica,Climatológica,25112,-,36901,-,SIM,ATIVA,-
14O/01UG,IDANHA-A-VELHA,268,39.997,-7.147,284241.781,337009.559,268,TEJO,CASTELO BRANCO,IDANHA-A-NOVA,IDANHA-A-VELHA,Autoridade Nacional da Água,CCDR-CENTRO,Udográfica,Udométrica,3897,-,37174,-,NÃO,ATIVA,-
14J/02UG,ISNA,642,39.83,-7.88,221634.448,317960.833,642,TEJO,CASTELO BRANCO,OLEIROS,ISNA,Autoridade Nacional da Água,CCDR-CENTRO,Udográfica,Udométrica,29252,-,38120,-,NÃO,ATIVA,-
04Q/01UG,IZEDA,613,41.565,-6.719,317943.146,511583.808,613,DOURO,BRAGANÇA,BRAGANÇA,IZEDA,Autoridade Nacional da Água,CCDR-NORTE,Udográfica,Udométrica,20862,-,38763,-,NÃO,ATIVA,-
05M/01UG,JOU,694,41.481,-7.418,259721.771,501516.439,694,DOURO,VILA REAL,MURÇA,JOU,Autoridade Nacional da Água,CCDR-NORTE,Udográfica,Udométrica,20857,-,37698,-,NÃO,ATIVA,-
06O/06C,JUNQUEIRA,181,41.249,-7.085,287874.909,476039.325,181,DOURO,BRAGANÇA,TORRE DE MONCORVO,ADEGANHA,Autoridade Nacional da Água,CCDR-NORTE,Climatológica,Climatológica,29626,-,37670,-,NÃO,ATIVA,-
21N/01UG,JUROMENHA,198,38.739,-7.242,277508.761,197214.35,198,GUADIANA,ÉVORA,ALANDROAL,JUROMENHA (NOSSA SENHORA DO LORETO),Autoridade Nacional da Água,CCDR-ALENTEJO,Udográfica,Udométrica,11567,-,36986,-,NÃO,ATIVA,-
02F/03U,LABRUJO,456,41.849,-8.551,165260.298,542233.095,456,LIMA,VIANA DO CASTELO,PONTE DE LIMA,BÁRRIO,-,CCDR-NORTE,-,Udométrica,11963,22189,-,-,NÃO,EXTINTA,-
29F/03G,LADEIRA DE CIMA,221,37.377581,-8.559915,162194,45804,221,RIBEIRAS DO ALGARVE,FARO,MONCHIQUE,MONCHIQUE,Autoridade Nacional da Água,-,Udográfica,-,-,-,37127,-,NÃO,ATIVA,-
14N/02UG,LADOEIRO,215,39.826892,-7.26603,274231,317972,215,TEJO,CASTELO BRANCO,IDANHA-A-NOVA,LADOEIRO,Autoridade Nacional da Água,CCDR-CENTRO,Udográfica,Udométrica,11628,-,37175,-,SIM,ATIVA,-
11L/07CG,LAGOA COMPRIDA,1560,40.382,-7.635,242321.457,379382.226,1560,MONDEGO,GUARDA,SEIA,SABUGUEIRO,Autoridade Nacional da Água,EDP,Udográfica,Climatológica,15615,-,38638,-,SIM,ATIVA,-
25E/03C,LAGOA DE SANTO ANDRÉ,41,38.125,-8.77,144119,128833,41,RIBEIRAS DO ALENTEJO,SETÚBAL,GRÂNDOLA,MELIDES,Autoridade Nacional da Água,-,Climatológica,-,-,-,42229,-,SIM,ATIVA,-
31E/01UC,LAGOS,1,37.123557,-8.679468,151442,17666,1,RIBEIRAS DO ALGARVE,FARO,LAGOS,LAGOS (SÃO SEBASTIÃO),Autoridade Nacional da Água,CCDR-ALGARVE,Climatológica,Udométrica,01-10-1864,-,37076,-,NÃO,ATIVA,-
19G/02UG,LAMAROSA,81,39.067,-8.463,171477,233292,81,TEJO,SANTARÉM,CORUCHE,SÃO JOSÉ DA LAMOROSA,Autoridade Nacional da Água,CCDR-LVT,Udográfica,Udométrica,11628,-,36942,-,NÃO,SUSPENSA,-
05K/02UG,LAMAS DE ALVADIA,964,41.452,-7.757,231469,498125,964,DOURO,VILA REAL,RIBEIRA DE PENA,ALVADIA,Autoridade Nacional da Água,CCDR-NORTE,Udográfica,Udométrica,12055,-,38678,-,NÃO,ATIVA,-
05K/03UG,LAMAS DE OLO,984,41.368,-7.796,228217.307,488829.426,984,DOURO,VILA REAL,VILA REAL,LAMAS DE OLO,Autoridade Nacional da Água,CCDR-NORTE,Udográfica,Udométrica,16711,-,37732,-,NÃO,ATIVA,-
05N/04UG,LAMAS DE ORELHÃO,451,41.432133,-7.28476,270911.252,496218.085,451,DOURO,BRAGANÇA,MIRANDELA,LAMAS DE ORELHÃO,Autoridade Nacional da Água,CCDR-NORTE,Udográfica,Udométrica,29129,-,37697,-,NÃO,ATIVA,-
04P/05UG,LAMAS DE PODENCE,671,41.586863,-6.948927,298746.892,513732.727,671,DOURO,BRAGANÇA,MACEDO DE CAVALEIROS,LAMAS,Autoridade Nacional da Água,CCDR-NORTE,Udográfica,Udométrica,27303,-,37763,-,NÃO,ATIVA,-
06G/02UG,LAMOSO,381,41.324,-8.353,181560.442,483861.443,381,DOURO,PORTO,PAÇOS DE FERREIRA,LAMOSO,Autoridade Nacional da Água,CCDR-NORTE,Udográfica,Udométrica,29129,-,38863,-,NÃO,SUSPENSA,-
08L/06UG,LAPA,907,40.872,-7.573,247234.484,433859.146,907,VOUGA/RIBEIRAS COSTEIRAS,VISEU,SERNANCELHE,QUINTELA,Autoridade Nacional da Água,CCDR-NORTE,Udográfica,Udométrica,29465,-,38118,-,NÃO,ATIVA,-
18I/01C,LARANJAL (PONTE SÔR),111,39.259,-8.008,210764,254572,111,TEJO,PORTALEGRE,PONTE DE SOR,PONTE DE SOR,Autoridade Nacional da Água,CCDR-ALENTEJO,Climatológica,Climatológica,29495,-,37135,42949,NÃO,DESATIVADA,-
21G/02UG,LAVRE,106,38.773469,-8.363306,179993.653,200685.387,106,TEJO,ÉVORA,MONTEMOR-O-NOVO,LAVRE,Autoridade Nacional da Água,CCDR-ALENTEJO,Udográfica,Udométrica,11628,-,36917,-,NÃO,ATIVA,-
15E/01UG,LEIRIA,94,39.735,-8.81,141976.837,307613.649,94,LIS/RIBEIRAS COSTEIRAS,LEIRIA,LEIRIA,LEIRIA,Autoridade Nacional da Água,CCDR-CENTRO,Udográfica,Udométrica,11232,-,37168,-,NÃO,ATIVA,-
15M/02UG,LENTISCAIS,216,39.734884,-7.472488,256631.076,307605.354,216,TEJO,CASTELO BRANCO,CASTELO BRANCO,MALPICA DO TEJO,Autoridade Nacional da Água,CCDR-CENTRO,Udográfica,Udométrica,29129,-,37800,-,NÃO,ATIVA,-
08L/03UG,LEOMIL,704,40.983509,-7.655584,240188.875,446157.265,704,DOURO,VISEU,MOIMENTA DA BEIRA,LEOMIL,Autoridade Nacional da Água,CCDR-NORTE,Udográfica,Udométrica,12024,-,37193,-,NÃO,ATIVA,-
03I/03UG,LEONTE,874,41.765,-8.147,198824.363,532892.875,874,CÁVADO/RIBEIRAS COSTEIRAS,BRAGA,TERRAS DE BOURO,VILAR DA VEIGA,Autoridade Nacional da Água,CCDR-NORTE,Udográfica,Udométrica,15170,-,37714,37966,NÃO,DESATIVADA,-
06E/02UG,LEÇA DA PALMEIRA,17,41.198,-8.69,153260.506,470012.247,17,LEÇA,PORTO,MATOSINHOS,LEÇA DA PALMEIRA,Autoridade Nacional da Água,CCDR-NORTE,Udográfica,Udométrica,29129,-,37741,-,NÃO,ATIVA,-
07P/04UG,LIGARES (QUINTA SANTIAGO),285,41.082,-6.901,303504.441,457730.532,285,DOURO,BRAGANÇA,FREIXO DE ESPADA À CINTA,POIARES,Autoridade Nacional da Água,CCDR-NORTE,Udográfica,Udométrica,30225,-,37726,-,NÃO,ATIVA,-
02H/09UG,LINDOSO,447,41.867,-8.199,194559.54,544187.169,447,LIMA,VIANA DO CASTELO,PONTE DA BARCA,LINDOSO,Autoridade Nacional da Água,CCDR-NORTE,Udográfica,Udométrica,29403,-,38800,-,NÃO,ATIVA,-
02H/04U,LINDOSO (extinta),440,41.867,-8.199,194328.765,544002.222,440,LIMA,VIANA DO CASTELO,PONTE DA BARCA,LINDOSO,-,CCDR-NORTE,-,Udométrica,12086,22554,-,-,NÃO,EXTINTA,-
21A/09G,LINHÓ,199,38.768,-9.381,91540,200769,199,RIBEIRAS DO OESTE,LISBOA,SINTRA,SINTRA (SÃO PEDRO DE PENAFERRIM),Autoridade Nacional da Água,CCDR-LVT,Udográfica,Udográfica,32782,-,38211,-,SIM,ATIVA,-
21C/02G,LISBOA,52,38.745482,-9.130975,113140,198202,52,TEJO,LISBOA,LISBOA,MARVILA,Autoridade Nacional da Água,-,Udográfica,-,-,-,38365,39953,NÃO,DESATIVADA,-
04K/03UG,LIXA DO ALVÃO,939,41.5,-7.69,236973.741,503523.679,939,DOURO,VILA REAL,VILA POUCA DE AGUIAR,SOUTELO DE AGUIAR,Autoridade Nacional da Água,CCDR-NORTE,Udográfica,Udométrica,16893,-,37732,-,SIM,ATIVA,-
09J/04UG,LOBAGUEIRA BODIOSA,525,40.699611,-7.987246,212329.16,414530.596,525,VOUGA/RIBEIRAS COSTEIRAS,VISEU,VISEU,COUTO DE CIMA,Autoridade Nacional da Água,CCDR-CENTRO,Udográfica,Udométrica,29465,-,37251,-,SIM,ATIVA,-
02G/07U,LOMBADINHA,659,41.915,-8.351,181888.798,549576.602,659,LIMA,VIANA DO CASTELO,ARCOS DE VALDEVEZ,GONDORIZ,-,CCDR-NORTE,-,Udométrica,14885,22189,-,-,NÃO,EXTINTA,-
18J/01U,LONGOMEL,205,39.332093,-8.001373,211357.661,262685.009,205,TEJO,PORTALEGRE,PONTE DE SOR,LONGOMEL,-,CCDR-ALENTEJO,-,Udométrica,10994,31290,-,-,NÃO,EXTINTA,-
05G/06UG,LORDELO,110,41.374,-8.362,180863,489391,110,AVE,BRAGA,GUIMARÃES,LORDELO,Autoridade Nacional da Água,CCDR-NORTE,Udográfica,Udométrica,29129,-,37770,44129,NÃO,DESATIVADA,-
31I/01UG,LOULÉ,212,37.146,-8.005,211375,20009,212,RIBEIRAS DO ALGARVE,FARO,LOULÉ,LOULÉ (SÃO CLEMENTE),Autoridade Nacional da Água,CCDR-ALGARVE,Udográfica,Udométrica,11579,-,36965,-,NÃO,ATIVA,-
05I/03UG,LOUREIRO,479,41.386998,-8.146444,198887,490859,479,DOURO,BRAGA,FAFE,REGADAS,Autoridade Nacional da Água,CCDR-NORTE,Udográfica,Udométrica,29129,-,37769,-,NÃO,ATIVA,-
13E/02UG,LOURIÇAL,37,40.013756,-8.732513,148824.473,338534.346,37,MONDEGO,LEIRIA,POMBAL,LOURIÇAL,Autoridade Nacional da Água,CCDR-CENTRO,Udográfica,Udométrica,29037,-,37487,-,NÃO,ATIVA,-
20B/03C,LOUSA,157,38.888,-9.207,106852.384,213881.788,157,TEJO,LISBOA,LOURES,LOUSA,Autoridade Nacional da Água,CCDR-LVT,Climatológica,Climatológica,29129,-,38638,-,NÃO,ATIVA,-
13H/03UG,LOUSÃ,184,40.109599,-8.24501,190459.987,349009.7,184,MONDEGO,COIMBRA,LOUSÃ,LOUSÃ,Autoridade Nacional da Água,CCDR-CENTRO,Udográfica,Udométrica,11567,-,37288,-,NÃO,ATIVA,-
13H/06C,LOUÇAINHA (OUTEIRO),754,40.03,-8.304,185374.833,340165.491,754,MONDEGO,COIMBRA,PENELA,ESPINHAL,Autoridade Nacional da Água,CCDR-CENTRO,Climatológica,Climatológica,23112,-,37224,-,NÃO,ATIVA,-
13H/04C,LOUÇAINHA (SIMONTE),664,40.027,-8.303,185540.104,339795.047,664,MONDEGO,COIMBRA,PENELA,ESPINHAL,-,CCDR-CENTRO,-,Climatológica,25112,35461,-,-,NÃO,EXTINTA,-
04P/06UG,MACEDO DE CAVALEIROS,551,41.532973,-6.958648,298017.625,507736.182,551,DOURO,BRAGANÇA,MACEDO DE CAVALEIROS,MACEDO DE CAVALEIROS,Autoridade Nacional da Água,CCDR-NORTE,Udográfica,Udométrica,4993,-,38762,-,NÃO,ATIVA,-
15D/03UG,MACEIRA (LIS),168,39.687,-8.903,133998.4,302404.827,168,LIS/RIBEIRAS COSTEIRAS,LEIRIA,LEIRIA,MACEIRA,Autoridade Nacional da Água,CCDR-CENTRO,Udográfica,Udométrica,8675,-,37141,-,NÃO,ATIVA,-
19G/01UG,MACHOQUEIRA DO GROU,133,39.116,-8.352,181073,238706,133,TEJO,SANTARÉM,CHAMUSCA,PARREIRA,Autoridade Nacional da Água,CCDR-LVT,Udográfica,Udométrica,19998,-,36945,-,SIM,ATIVA,-
29K/03UG,MALFRADES,253,37.371666,-7.680888,240053,45157,253,GUADIANA,FARO,ALCOUTIM,VAQUEIROS,Autoridade Nacional da Água,CCDR-ALGARVE,Udográfica,Udométrica,29281,-,36966,-,NÃO,ATIVA,-
04T/01U,MALHADAS,780,41.537429,-6.326417,350772.087,509140.667,780,DOURO,BRAGANÇA,MIRANDA DO DOURO,MALHADAS,-,CCDR-NORTE,-,Udométrica,11689,31320,-,-,NÃO,EXTINTA,-
15M/03UG,MALPICA DO TEJO,359,39.678773,-7.407764,262229.902,301418.092,359,TEJO,CASTELO BRANCO,CASTELO BRANCO,MALPICA DO TEJO,Autoridade Nacional da Água,CCDR-CENTRO,Udográfica,Udométrica,29221,-,37175,-,NÃO,ATIVA,-
21A/12G,MALVEIRA DA SERRA,334,38.762,-9.437,86659,200162,334,RIBEIRAS DO OESTE,LISBOA,CASCAIS,ALCABIDECHE,Autoridade Nacional da Água,-,Udográfica,-,-,-,38269,-,SIM,ATIVA,-
10K/01UG,MANGUALDE,512,40.598223,-7.807796,227537.198,403312.149,512,MONDEGO,VISEU,MANGUALDE,FORNOS DE MACEIRA DÃO,Autoridade Nacional da Água,CCDR-CENTRO,Udográfica,Udométrica,11567,-,37194,-,NÃO,ATIVA,-
09H/03UG,MANHOUCE,654,40.81822,-8.213086,193254.104,427695.284,654,VOUGA/RIBEIRAS COSTEIRAS,VISEU,SÃO PEDRO DO SUL,MANHOUCE,EDP,EDP,Udográfica,Udométrica,28759,-,-,-,NÃO,EXTINTA,-
06I/02UG,MARCO DE CANAVEZES,215,41.182,-8.151,198464.849,468104.622,215,DOURO,PORTO,MARCO DE CANAVESES,TUIAS,Autoridade Nacional da Água,CCDR-NORTE,Udográfica,Udométrica,11597,-,38846,-,NÃO,ATIVA,-
17J/02UG,MARGEM,210,39.384,-7.902,219945,268456,210,TEJO,PORTALEGRE,GAVIÃO,MARGEM,Autoridade Nacional da Água,CCDR-ALENTEJO,Udográfica,Udométrica,29495,-,36945,-,NÃO,ATIVA,-
08N/02G,MARIALVA,558,40.913,-7.232,275920.697,438572.286,558,DOURO,GUARDA,MÊDA,MARIALVA,Autoridade Nacional da Água,CCDR-CENTRO,Udográfica,Udográfica,22088,-,37914,-,NÃO,ATIVA,-
