SNIRH - SISTEMA NACIONAL DE INFORMAÇÃO DE RECURSOS HÍDRICOS,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
REDE:,Meteorológica,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
CÓDIGO,NOME,ALTITUDE (M),LATITUDE (ºN),LONGITUDE (ºW),COORD_X (M),COORD_Y (M),ALTITUDE (M),BACIA,DISTRITO,CONCELHO,FREGUESIA,ENTIDADE RESPONSÁVEL (AUTOMÁTICA),ENTIDADE RESPONSÁVEL (CONVENCIONAL),TIPO ESTAÇÃO (AUTOMÁTICA),TIPO ESTAÇÃO (CONVENCIONAL),ENTRADA FUNCIONAMENTO (CONVENCIONAL),ENCERRAMENTO (CONVENCIONAL),ENTRADA FUNCIONAMENTO (AUTOMÁTICA),ENCERRAMENTO (AUTOMÁTICA),TELEMETRIA,ESTADO,ÍNDICE QUALIDADE*
28H/03UG,SANTANA DA SERRA,218,37.501618,-8.297854,185430.4225,59496.1217,218,MIRA,BEJA,OURIQUE,SANTANA DA SERRA,Autoridade Nacional da Água,CCDR-ALENTEJO,Udográfica,Udométrica,13127,-,37042,-,NÃO,ATIVA,-
18E/01C,SANTARÉM (ESA),61,39.252,-8.702,150886,253931,61,TEJO,SANTARÉM,SANTARÉM,SANTARÉM (SÃO SALVADOR),Autoridade Nacional da Água,CCDR-LVT,Climatológica,Climatológica,9406,-,37222,-,NÃO,ATIVA,-
22H/02UG,SANTIAGO DO ESCOURAL,256,38.541,-8.168,196954.387,174819.939,256,SADO,ÉVORA,MONTEMOR-O-NOVO,SANTIAGO DO ESCOURAL,Autoridade Nacional da Água,CCDR-ALENTEJO,Udográfica,Udométrica,11648,-,37034,-,NÃO,ATIVA,-
22M/01UG,SANTIAGO MAIOR,308,38.542368,-7.483011,256675.467,175205.06,308,GUADIANA,ÉVORA,ALANDROAL,SANTIAGO MAIOR,Autoridade Nacional da Água,CCDR-ALENTEJO,Udográfica,Udométrica,17983,-,36936,-,NÃO,SUSPENSA,-
20M/01UG,SANTO ALEIXO (SORRAIA),291,38.919862,-7.414836,262291,217156,291,TEJO,PORTALEGRE,MONFORTE,SANTO ALEIXO,Autoridade Nacional da Água,CCDR-ALENTEJO,Udográfica,Udométrica,11630,-,36942,-,NÃO,ATIVA,-
25O/01UG,SANTO ALEIXO DA RESTAURAÇÃO,271,38.062922,-7.149105,286352.689,122241.537,271,GUADIANA,BEJA,MOURA,SANTO ALEIXO DA RESTAURAÇÃO,Autoridade Nacional da Água,CCDR-ALENTEJO,Udográfica,Udométrica,11597,-,36934,-,NÃO,ATIVA,-
20E/02UG,SANTO ESTEVÃO,8,38.86,-8.746,146793.006,210459.811,8,TEJO,SANTARÉM,BENAVENTE,SANTO ESTÊVÃO,Autoridade Nacional da Água,CCDR-LVT,Udográfica,Udométrica,11597,-,36982,-,NÃO,SUSPENSA,-
05G/02C,SANTO TIRSO,54,41.349,-8.468,171966.075,486668.648,54,AVE,PORTO,SANTO TIRSO,SANTO TIRSO,-,CCDR-NORTE,-,Climatológica,9041,30224,-,-,NÃO,EXTINTA,-
12F/02C,SANTO VARÃO,15,40.184,-8.602,160094.511,357405.908,15,MONDEGO,COIMBRA,MONTEMOR-O-VELHO,SANTO VARÃO,Autoridade Nacional da Água,CCDR-CENTRO,Climatológica,Climatológica,22920,-,37147,-,NÃO,ATIVA,-
29M/02UG,SAPAL DE ODELEITE (Ex. FONTE DO PENEDO),91,37.328,-7.47,258794,40421,91,GUADIANA,FARO,CASTRO MARIM,ODELEITE,Autoridade Nacional da Água,CCDR-ALGARVE,Udográfica,Udométrica,29129,-,37011,-,NÃO,ATIVA,-
02F/01UG,SAPARDOS,306,41.929,-8.667,155742.183,551233.736,306,MINHO,VIANA DO CASTELO,VILA NOVA DE CERVEIRA,SAPARDOS,Autoridade Nacional da Água,CCDR-NORTE,Udográfica,Udométrica,22190,-,37704,43843,NÃO,DESATIVADA,-
17C/01C,SAPEIROS,52,39.4893,-9.065002,119830.513,280546.453,52,RIBEIRAS DO OESTE,LEIRIA,ALCOBAÇA,ALFEIZERÃO,-,CCDR-LVT,-,Climatológica,17441,31320,-,-,NÃO,EXTINTA,-
16I/04UG,SARDOAL,203,39.538,-8.16,197688.488,285529.853,203,TEJO,SANTARÉM,SARDOAL,SARDOAL,Autoridade Nacional da Água,CCDR-LVT,Udográfica,Udométrica,29129,-,37188,-,NÃO,SUSPENSA,-
15L/02UG,SARNADAS DE RÓDÃO,342,39.739,-7.619,244055.106,308016.366,342,TEJO,CASTELO BRANCO,VILA VELHA DE RÓDÃO,SARNADAS DE RÓDÃO,Autoridade Nacional da Água,CCDR-CENTRO,Udográfica,Udométrica,29129,-,37187,-,NÃO,ATIVA,-
14K/02U,SARNADAS DE SÃO SIMÃO,866,39.948771,-7.768054,231197.207,331209.249,866,TEJO,CASTELO BRANCO,OLEIROS,ESTREITO,-,EDP,-,Udométrica,14885,36525,-,-,NÃO,EXTINTA,-
15K/03U,SARNADINHA,334,39.71,-7.717,235688.781,304703.528,334,TEJO,CASTELO BRANCO,VILA VELHA DE RÓDÃO,VILA VELHA DE RÓDÃO,-,CCDR-CENTRO,-,Udométrica,29129,35338,-,-,NÃO,EXTINTA,-
14K/03U,SARZEDAS,323,39.84877,-7.701384,236948.275,320131.142,323,TEJO,CASTELO BRANCO,CASTELO BRANCO,SARZEDAS,-,EDP,-,Udométrica,14885,36525,-,-,NÃO,EXTINTA,-
07L/13U,SARZEDO,749,41.009621,-7.65864,239915.922,449055.671,749,DOURO,VISEU,MOIMENTA DA BEIRA,SARZEDO,-,CCDR-NORTE,-,Udométrica,30225,35246,-,-,NÃO,EXTINTA,-
19K/01UG,SEDA,167,39.14876,-7.784698,230117.576,242380.555,167,TEJO,PORTALEGRE,ALTER DO CHÃO,SEDA,Autoridade Nacional da Água,CCDR-ALENTEJO,Udográfica,Udométrica,29154,-,36943,-,NÃO,ATIVA,-
11K/01UG,SEIA,447,40.423,-7.711,235860.25,383852.155,447,MONDEGO,GUARDA,SEIA,SEIA,Autoridade Nacional da Água,CCDR-CENTRO,Udográfica,Udométrica,11963,-,37160,-,NÃO,ATIVA,-
03H/04G,SEIXAS (EX. PORTUZELO),364,41.788,-8.325,184046.528,535378.718,364,LIMA,VIANA DO CASTELO,PONTE DA BARCA,VILA CHÃ (SÃO JOÃO BAPTISTA),Autoridade Nacional da Água,CCDR-NORTE,Udográfica,Udográfica,22190,-,37772,-,NÃO,ATIVA,-
09H/02UG,SEJÃES (OLIVEIRA DE FRADES),157,40.744,-8.21,193481.246,419427.844,157,VOUGA/RIBEIRAS COSTEIRAS,VISEU,OLIVEIRA DE FRADES,SEJÃES,Autoridade Nacional da Água,CCDR-CENTRO,Udográfica,Udométrica,29465,-,37315,-,NÃO,ATIVA,-
04P/03UG,SENDAS,746,41.603254,-6.834759,308239.705,515690.066,746,DOURO,BRAGANÇA,BRAGANÇA,SENDAS,Autoridade Nacional da Água,CCDR-NORTE,Udográfica,Udométrica,27303,-,37763,-,NÃO,ATIVA,-
28J/04U,SENHORA GRAÇA DOS PADRÕES,242,37.546,-7.954,215815.669,64420.793,242,GUADIANA,BEJA,ALMODÔVAR,SENHORA DA GRAÇA DE PADRÕES,-,CCDR-ALENTEJO,-,Udométrica,29129,31320,-,-,NÃO,EXTINTA,-
08M/02G,SERNANCELHE,714,40.895,-7.493,253936.991,436373.165,714,DOURO,VISEU,SERNANCELHE,SERNANCELHE,Autoridade Nacional da Água,CCDR-NORTE,Udográfica,Udográfica,16711,34972,42487,-,NÃO,ATIVA,-
26L/01UG,SERPA,209,37.942636,-7.603831,246521.751,108565.587,209,GUADIANA,BEJA,SERPA,SERPA (SANTA MARIA),Autoridade Nacional da Água,CCDR-ALENTEJO,Udográfica,Udométrica,11597,-,36901,-,SIM,ATIVA,-
16E/04U,SERRA DE SANTO ANTÓNIO,353,39.51,-8.725,149071.947,282612.513,353,TEJO,SANTARÉM,ALCANENA,SERRA DE SANTO ANTÓNIO,-,CCDR-LVT,-,Udométrica,29129,37529,-,-,NÃO,EXTINTA,-
15I/01UG,SERTÃ,268,39.809,-8.098,203001.77,315600.97,268,TEJO,CASTELO BRANCO,SERTÃ,SERTÃ,Autoridade Nacional da Água,CCDR-CENTRO,Udográfica,Udométrica,11628,-,37188,-,NÃO,ATIVA,-
03J/01UG,SEZELHE,969,41.811837,-7.871578,221735,538077,969,CÁVADO/RIBEIRAS COSTEIRAS,VILA REAL,MONTALEGRE,SEZELHE,Autoridade Nacional da Água,CCDR-NORTE,Udográfica,Udométrica,15980,-,37756,-,NÃO,ATIVA,-
13K/02UG,SILVARES,380,40.142,-7.67,239506,352704,380,TEJO,CASTELO BRANCO,FUNDÃO,SILVARES,Autoridade Nacional da Água,CCDR-CENTRO,Udográfica,Udométrica,11597,-,37195,-,NÃO,ATIVA,-
02G/04UG,SISTELO,509,41.97,-8.368,180522.532,555596.809,509,LIMA,VIANA DO CASTELO,ARCOS DE VALDEVEZ,SISTELO,Autoridade Nacional da Água,CCDR-NORTE,Udográfica,Udométrica,22190,-,37772,-,NÃO,ATIVA,-
02H/10UG,SOAJO,291,41.872,-8.265,189048.517,544779.684,291,LIMA,VIANA DO CASTELO,ARCOS DE VALDEVEZ,SOAJO,Autoridade Nacional da Água,CCDR-NORTE,Udográfica,Udométrica,29129,-,37772,-,NÃO,ATIVA,-
07H/02G,SOBRADO DE PAIVA,207,41.045,-8.271,188418.864,452842.952,207,DOURO,AVEIRO,CASTELO DE PAIVA,SOBRADO,-,CCDR-NORTE,-,Udográfica,9406,35246,-,-,NÃO,EXTINTA,-
20B/02UG,SOBRAL DA ABELHEIRA,120,38.998,-9.329,96364,226305,120,RIBEIRAS DO OESTE,LISBOA,MAFRA,SOBRAL DA ABELHEIRA,Autoridade Nacional da Água,CCDR-LVT,Udográfica,Udométrica,29129,-,35721,-,SIM,ATIVA,-
25N/01UG,SOBRAL DA ADIÇA,223,38.018,-7.26,276624.163,117117.873,223,GUADIANA,BEJA,MOURA,SOBRAL DA ADIÇA,Autoridade Nacional da Água,CCDR-ALENTEJO,Udográfica,Udométrica,29434,-,36934,-,NÃO,ATIVA,-
10N/04UG,SOBRAL DA SERRA,538,40.619,-7.281,272095.053,405954.959,538,MONDEGO,GUARDA,GUARDA,SOBRAL DA SERRA,Autoridade Nacional da Água,CCDR-CENTRO,Udográfica,Udométrica,29129,-,37172,-,NÃO,ATIVA,-
19C/01UG,SOBRAL DE MONTE AGRAÇO,265,39.021,-9.151,111813,228597,265,RIBEIRAS DO OESTE,LISBOA,SOBRAL DE MONTE AGRAÇO,SOBRAL DE MONTE AGRAÇO,Autoridade Nacional da Água,CCDR-LVT,Udográfica,Udométrica,5845,-,37148,-,SIM,ATIVA,-
12K/01UG,SOBRAL DE SÃO MIGUEL,620,40.20922,-7.742752,233233,360138,620,TEJO,CASTELO BRANCO,COVILHÃ,SOBRAL DE SÃO MIGUEL,Autoridade Nacional da Água,CCDR-CENTRO,Udográfica,Udométrica,29129,-,38635,-,NÃO,ATIVA,-
09M/03UG,SOBRAL DO PICHORRO,552,40.693,-7.461,256847.782,413997.901,552,MONDEGO,GUARDA,FORNOS DE ALGODRES,SOBRAL PICHORRO,Autoridade Nacional da Água,CCDR-CENTRO,Udográfica,Udométrica,29465,-,37160,-,NÃO,ATIVA,-
30I/02UG,SOBREIRA,450,37.299787,-8.060861,206402.5849,37083.9986,450,GUADIANA,FARO,LOULÉ,SALIR,Autoridade Nacional da Água,CCDR-ALGARVE,Udográfica,Udométrica,15472,-,37126,-,SIM,ATIVA,-
13F/01G,SOURE,18,40.052092,-8.625013,158026.217,342734.685,18,MONDEGO,COIMBRA,SOURE,SOURE,Autoridade Nacional da Água,CCDR-CENTRO,Udográfica,Udográfica,11963,-,37162,-,SIM,ATIVA,-
20K/01UG,SOUSEL,265,38.949413,-7.673635,239830,220292,265,TEJO,PORTALEGRE,SOUSEL,SOUSEL,Autoridade Nacional da Água,CCDR-ALENTEJO,Udográfica,Udométrica,11630,-,36942,-,NÃO,ATIVA,-
03L/01UG,SOUTELINHO DA RAIA,854,41.827586,-7.568523,246906,539947,854,DOURO,VILA REAL,CHAVES,SOUTELINHO DA RAIA,Autoridade Nacional da Água,CCDR-NORTE,Udográfica,Udométrica,11597,-,37755,-,NÃO,ATIVA,-
03L/02UG,SOUTELO (CHAVES),507,41.752967,-7.534774,249767.305,531677.879,507,DOURO,VILA REAL,CHAVES,SOUTELO,Autoridade Nacional da Água,CCDR-NORTE,Udográfica,Udométrica,20729,-,37755,-,NÃO,ATIVA,-
05Q/02G,SOUTELO (MOGADOURO),651,41.393253,-6.72864,317465.15,492503.929,651,DOURO,BRAGANÇA,MOGADOURO,SOUTELO,Autoridade Nacional da Água,CCDR-NORTE,Udográfica,Udográfica,20729,-,38763,-,NÃO,ATIVA,-
03G/01U,SOUTO,99,41.799,-8.435,174929.902,536638.951,99,LIMA,VIANA DO CASTELO,PONTE DA BARCA,OLEIROS,-,CCDR-NORTE,-,Udométrica,11963,22250,-,-,NÃO,EXTINTA,-
09K/01G,SÁTÃO,570,40.739,-7.736,233556.346,418945.946,570,MONDEGO,VISEU,SÁTÃO,SÁTÃO,Autoridade Nacional da Água,CCDR-CENTRO,Udográfica,Udográfica,21824,-,37158,-,SIM,ATIVA,-
29I/01UG,SÃO BARNABÉ,259,37.359073,-8.163492,197303.0957,43658.5236,259,ARADE,BEJA,ALMODÔVAR,SÃO BARNABÉ,Autoridade Nacional da Água,CCDR-ALENTEJO,Udográfica,Udométrica,23651,-,36922,-,SIM,ATIVA,-
30H/03UG,SÃO BARTOLOMEU DE MESSINES,126,37.246,-8.276,187338,31084,126,RIBEIRAS DO ALGARVE,FARO,SILVES,SÃO BARTOLOMEU DE MESSINES,Autoridade Nacional da Água,CCDR-ALGARVE,Udográfica,Udométrica,11720,-,37076,-,NÃO,ATIVA,-
03H/03UG,SÃO BENTO DA PORTA ABERTA,357,41.69608,-8.208752,193706,525190,357,CÁVADO/RIBEIRAS COSTEIRAS,BRAGA,TERRAS DE BOURO,RIO CALDO,Autoridade Nacional da Água,CCDR-NORTE,Udográfica,Udométrica,18537,-,38679,-,NÃO,ATIVA,-
20M/03U,SÃO BENTO DE ANA LOURA,309,38.906,-7.494,255425.022,215533.365,309,TEJO,ÉVORA,ESTREMOZ,SÃO BENTO DE ANA LOURA,-,CCDR-ALENTEJO,-,Udométrica,29129,31320,-,-,NÃO,EXTINTA,-
31J/01C,SÃO BRÁS DE ALPORTEL,334,37.162693,-7.896526,221010,21895,334,RIBEIRAS DO ALGARVE,FARO,SÃO BRÁS DE ALPORTEL,SÃO BRÁS DE ALPORTEL,Autoridade Nacional da Água,CCDR-ALGARVE,Climatológica,Climatológica,275,-,36924,-,SIM,ATIVA,-
06K/02U,SÃO CIBRÃO,566,41.265457,-7.701426,236176.136,477449.73,566,DOURO,VILA REAL,VILA REAL,FOLHADELA,-,IVP-INAG,-,Udométrica,15707,22554,-,-,NÃO,EXTINTA,-
26F/01UG,SÃO DOMINGOS,79,37.931058,-8.541379,164104,107228,79,SADO,SETÚBAL,SANTIAGO DO CACÉM,SÃO DOMINGOS,Autoridade Nacional da Água,CCDR-ALENTEJO,Udográfica,Udométrica,12359,-,36930,-,NÃO,ATIVA,-
21H/01UG,SÃO GERALDO,195,38.764309,-8.195946,194537,199645,195,TEJO,ÉVORA,MONTEMOR-O-NOVO,NOSSA SENHORA DO BISPO,Autoridade Nacional da Água,CCDR-ALENTEJO,Udográfica,Udométrica,18537,-,36929,-,NÃO,ATIVA,-
11I/02U,SÃO JOANINHO,323,40.44933,-8.12933,200357.378,386727.38,323,MONDEGO,VISEU,SANTA COMBA DÃO,SÃO JOANINHO,-,CCDR-CENTRO,-,Udométrica,29129,35703,-,-,NÃO,EXTINTA,-
18D/02UG,SÃO JOÃO DA RIBEIRA,24,39.28,-8.859,137368,257158,24,TEJO,SANTARÉM,RIO MAIOR,SÃO JOÃO DA RIBEIRA,Autoridade Nacional da Água,CCDR-LVT,Udográfica,Udométrica,29129,-,37167,-,NÃO,ATIVA,-
28K/01UG,SÃO JOÃO DOS CALDEIREIROS,155,37.612,-7.791,230183,71818,155,GUADIANA,BEJA,MÉRTOLA,SÃO JOÃO DOS CALDEIREIROS,Autoridade Nacional da Água,CCDR-ALENTEJO,Udográfica,Udométrica,29129,-,36930,40191,NÃO,DESATIVADA,-
18N/01UG,SÃO JULIÃO,499,39.312026,-7.306337,271305,260774,499,GUADIANA,PORTALEGRE,PORTALEGRE,SÃO JULIÃO,Autoridade Nacional da Água,CCDR-ALENTEJO,Udográfica,Udométrica,29326,-,36944,-,NÃO,ATIVA,-
20C/01C,SÃO JULIÃO DO TOJAL,6,38.843,-9.123,114090,208796,6,TEJO,LISBOA,LOURES,SÃO JULIÃO DO TOJAL,Autoridade Nacional da Água,CCDR-LVT,Climatológica,Climatológica,13789,-,35920,-,SIM,SUSPENSA,-
23K/01UG,SÃO MANÇOS,190,38.46,-7.751,233390,165986,190,GUADIANA,ÉVORA,ÉVORA,SÃO MANÇOS,Autoridade Nacional da Água,CCDR-ALENTEJO,Udográfica,Udométrica,15438,-,36935,-,SIM,ATIVA,-
27J/01UG,SÃO MARCOS DA ATABOEIRA,182,37.704017,-7.939108,217104.895,81966.288,182,GUADIANA,BEJA,CASTRO VERDE,SÃO MARCOS DA ATABOEIRA,Autoridade Nacional da Água,CCDR-ALENTEJO,Udográfica,Udométrica,20729,-,36929,40190,NÃO,DESATIVADA,-
29G/02G,SÃO MARCOS DA SERRA,130,37.36667,-8.380984,177726.95,44708.16,130,ARADE,FARO,SILVES,SÃO MARCOS DA SERRA,Autoridade Nacional da Água,CCDR-ALGARVE,Udográfica,Udográfica,11597,-,37215,-,NÃO,ATIVA,-
08I/03UG,SÃO MARTINHO DAS MOITAS,408,40.883,-8.033,208411.1,434927.76,408,VOUGA/RIBEIRAS COSTEIRAS,VISEU,SÃO PEDRO DO SUL,SÃO MARTINHO DAS MOITAS,Autoridade Nacional da Água,CCDR-CENTRO,Udográfica,Udométrica,29129,-,37791,-,SIM,ATIVA,-
22G/01UG,SÃO MARTINHO DE CASEBRES,27,38.521242,-8.496913,168271.458,172723.429,27,SADO,SETÚBAL,ALCÁCER DO SAL,SÃO MARTINHO,Autoridade Nacional da Água,CCDR-ALENTEJO,Udográfica,Udométrica,12693,-,36916,-,NÃO,ATIVA,-
13N/01UG,SÃO MIGUEL DE ACHA,376,40.02,-7.315,269866.116,339424.207,376,TEJO,CASTELO BRANCO,IDANHA-A-NOVA,SÃO MIGUEL DE ACHA,Autoridade Nacional da Água,CCDR-CENTRO,Udográfica,Udométrica,3927,-,37175,-,NÃO,ATIVA,-
29J/04U,SÃO PEDRO DE SÓLIS,278,37.472904,-7.898546,220745.567,56323.211,278,GUADIANA,BEJA,MÉRTOLA,SÃO PEDRO DE SOLIS,-,CCDR-ALENTEJO,-,Udométrica,29129,31320,-,-,NÃO,EXTINTA,-
16J/01U,SÃO PEDRO DO ESTEVAL,220,39.632098,-7.868046,222755.648,296018.495,220,TEJO,SANTARÉM,MAÇÃO,ENVENDOS,-,EDP,-,Udométrica,15220,36494,-,-,NÃO,EXTINTA,-
09I/01C,SÃO PEDRO DO SUL,182,40.75,-8.07,205328.922,420074.785,182,VOUGA/RIBEIRAS COSTEIRAS,VISEU,SÃO PEDRO DO SUL,VÁRZEA,Autoridade Nacional da Água,CCDR-CENTRO,Climatológica,Climatológica,11933,-,37221,-,SIM,ATIVA,-
05N/02U,SÃO PEDRO VEIGA LILA,408,41.4988,-7.334762,266663.554,503582.776,408,DOURO,VILA REAL,VALPAÇOS,SÃO PEDRO DE VEIGA DE LILA,-,CCDR-NORTE,-,Udométrica,29495,36799,-,-,NÃO,EXTINTA,-
03H/01U,SÃO SEBASTIÃO,215,41.949,-8.418,176370.301,553295.307,215,LIMA,VIANA DO CASTELO,ARCOS DE VALDEVEZ,CABREIRO,-,CCDR-NORTE,-,Udométrica,11963,22235,-,-,NÃO,EXTINTA,-
20F/02G,SÃO TORCATO,116,38.846,-8.515,166846.586,208747.099,116,TEJO,SANTARÉM,CORUCHE,CORUCHE,-,CCDR-LVT,-,Udográfica,11963,34340,-,-,NÃO,EXTINTA,-
13L/04UG,SÃO VICENTE DA BEIRA,572,40.038,-7.559,248984.815,341235.021,572,TEJO,CASTELO BRANCO,CASTELO BRANCO,SÃO VICENTE DA BEIRA,Autoridade Nacional da Água,CCDR-CENTRO,Udográfica,Udométrica,11597,-,37490,-,NÃO,ATIVA,-
03K/03UG,SÃO VICENTE DE CHÃ,901,41.785,-7.784005,229024,535122,901,CÁVADO/RIBEIRAS COSTEIRAS,VILA REAL,MONTALEGRE,CHÃ,Autoridade Nacional da Água,CCDR-NORTE,Udográfica,Udométrica,15980,-,37756,-,NÃO,ATIVA,-
07L/09G,TABUAÇO,572,41.115457,-7.568087,247457.7,460854.778,572,DOURO,VISEU,TABUAÇO,TABUAÇO,-,CCDR-NORTE,-,Udográfica,29495,35064,-,-,NÃO,EXTINTA,-
05G/04UG,TAIPAS,115,41.487,-8.342,182534.379,502030.519,115,AVE,BRAGA,GUIMARÃES,CALDELAS,Autoridade Nacional da Água,CCDR-NORTE,Udográfica,Udométrica,29129,-,37741,-,NÃO,ATIVA,-
09N/01UG,TAMANHOS,766,40.763,-7.317,268937.999,421874.753,766,MONDEGO,GUARDA,TRANCOSO,TAMANHOS,Autoridade Nacional da Água,CCDR-CENTRO,Udográfica,Udométrica,29465,-,37159,-,NÃO,ATIVA,-
04F/02UG,TAMEL,164,41.606,-8.636,158090.309,515335.924,164,NEIVA,BRAGA,BARCELOS,ABORIM,Autoridade Nacional da Água,CCDR-NORTE,Udográfica,Udométrica,29129,-,37705,-,NÃO,ATIVA,-
07K/08U,TAROUCA,526,41.015,-7.774,230238.851,449657.224,526,DOURO,VISEU,TAROUCA,TAROUCA,-,CCDR-NORTE,-,Udométrica,11963,35246,-,-,NÃO,EXTINTA,-
12G/03U,TAVEIRO,47,40.195,-8.501,168710.848,358599.226,47,MONDEGO,COIMBRA,COIMBRA,TAVEIRO,-,CCDR-CENTRO,-,Udométrica,28764,35703,-,-,NÃO,EXTINTA,-
03J/06UG,TELHADO,1042,41.707,-7.853,223330.409,526451.819,1042,CÁVADO/RIBEIRAS COSTEIRAS,VILA REAL,MONTALEGRE,VIADE DE BAIXO,Autoridade Nacional da Água,CCDR-NORTE,Udográfica,Udométrica,16149,-,37698,-,NÃO,ATIVA,-
12F/01UG,TENTÚGAL,72,40.241,-8.593,160884.092,363694.33,72,MONDEGO,COIMBRA,MONTEMOR-O-VELHO,TENTÚGAL,Autoridade Nacional da Água,CCDR-CENTRO,Udográfica,Udométrica,19694,-,37162,-,SIM,ATIVA,-
02H/05G,TIBO DA GAVIEIRA,661,41.95272,-8.24944,191117.76,551911.47,661,LIMA,VIANA DO CASTELO,ARCOS DE VALDEVEZ,GAVIEIRA,Autoridade Nacional da Água,CCDR-NORTE,Udográfica,Udográfica,16060,-,37773,-,NÃO,ATIVA,-
03N/02UG,TINHELA,592,41.728,-7.307,268766,529037,592,DOURO,VILA REAL,VALPAÇOS,TINHELA,Autoridade Nacional da Água,CCDR-NORTE,Udográfica,Udométrica,11689,-,37734,-,NÃO,ATIVA,-
18H/04UG,TOJEIRAS DE CIMA,153,39.279,-8.236,191088.862,256822.1,153,TEJO,SANTARÉM,ABRANTES,BEMPOSTA,Autoridade Nacional da Água,CCDR-LVT,Udográfica,Udométrica,29495,-,36945,-,NÃO,ATIVA,-
16G/01UG,TOMAR,76,39.606,-8.392,177746.476,293148.429,76,TEJO,SANTARÉM,TOMAR,SANTA MARIA DOS OLIVAIS,Autoridade Nacional da Água,CCDR-LVT,Udográfica,Udométrica,11639,-,37532,-,NÃO,ATIVA,-
21A/13G,TORGAS (R.E.),-,38.77569722,-9.411255556,88818.49,201859.52,-,TEJO,LISBOA,SINTRA,SINTRA (SÃO PEDRO DE PENAFERRIM),CÂMARA MUNICIPAL DE CASCAIS,-,Udográfica,-,-,-,44266,-,SIM,ATIVA,-
04O/01G,TORRE DE DONA CHAMA,359,41.65654,-7.115887,284732,521296,359,DOURO,BRAGANÇA,MIRANDELA,TORRE DE DONA CHAMA,Autoridade Nacional da Água,CCDR-NORTE,Udográfica,Udográfica,20858,-,37762,-,NÃO,ATIVA,-
05L/03UG,TORRE DO PINHÃO,661,41.372,-7.61,243785.939,489369.612,661,DOURO,VILA REAL,SABROSA,TORRE DO PINHÃO,Autoridade Nacional da Água,CCDR-NORTE,Udográfica,Udométrica,11689,-,37697,-,NÃO,ATIVA,-
17F/05UG,TORRES NOVAS,26,39.453,-8.529,165933.63,276135.614,26,TEJO,SANTARÉM,TORRES NOVAS,TORRES NOVAS (SANTA MARIA),Autoridade Nacional da Água,CCDR-LVT,Udográfica,Udométrica,29495,-,37420,40165,NÃO,DESATIVADA,-
19B/01UG,TORRES VEDRAS,31,39.091,-9.265,102071.317,236517.406,31,RIBEIRAS DO OESTE,LISBOA,TORRES VEDRAS,TORRES VEDRAS (SÃO PEDRO E SÃO TIAGO),Autoridade Nacional da Água,CCDR-LVT,Udográfica,Udométrica,11597,-,37166,37594,NÃO,DESATIVADA,-
24H/01UG,TORRÃO,81,38.29,-8.229,191597.637,147041.2,81,SADO,SETÚBAL,ALCÁCER DO SAL,TORRÃO,Autoridade Nacional da Água,CCDR-ALENTEJO,Udográfica,Udométrica,12359,-,37014,-,NÃO,ATIVA,-
08K/01UG,TOURO,791,40.897,-7.748,232447,436512,791,DOURO,VISEU,VILA NOVA DE PAIVA,TOURO,Autoridade Nacional da Água,CCDR-CENTRO,Udográfica,Udométrica,15980,-,37253,-,NÃO,ATIVA,-
09M/02U,TRANCOSO,853,40.77824,-7.351068,266018,423546,853,DOURO,GUARDA,TRANCOSO,TRANCOSO (SANTA MARIA),-,CCDR-CENTRO,-,Udométrica,11963,31320,-,-,NÃO,EXTINTA,-
03N/01G,TRAVANCAS,884,41.827972,-7.305606,268747.546,540166.49,884,DOURO,VILA REAL,CHAVES,TRAVANCAS,Autoridade Nacional da Água,CCDR-NORTE,Udográfica,Udográfica,4993,-,37735,-,SIM,ATIVA,-
06O/03U,TRAVELO,188,41.215,-7.068,289317.328,472354.199,188,DOURO,BRAGANÇA,TORRE DE MONCORVO,ADEGANHA,-,CCDR-NORTE,-,Climatológica,14204,29556,-,-,NÃO,EXTINTA,-
26J/01UG,TRINDADE,172,37.886,-7.893,221085,102222,172,GUADIANA,BEJA,BEJA,TRINDADE,Autoridade Nacional da Água,CCDR-ALENTEJO,Udográfica,Udométrica,11567,-,36929,-,NÃO,ATIVA,-
12G/04UG,TROUXEMIL,79,40.275431,-8.451962,172882.052,367466.619,79,MONDEGO,COIMBRA,COIMBRA,TROUXEMIL,Autoridade Nacional da Água,CCDR-CENTRO,Udográfica,Udométrica,28987,-,37487,-,NÃO,ATIVA,-
04G/03UG,TURIZ,70,41.627,-8.445,173983.682,517574.977,70,CÁVADO/RIBEIRAS COSTEIRAS,BRAGA,VILA VERDE,TURIZ,Autoridade Nacional da Água,CCDR-NORTE,Udográfica,Udométrica,29373,-,37773,-,NÃO,ATIVA,-
17D/01UG,TURQUEL,213,39.456,-8.978,127293.986,276810.395,213,RIBEIRAS DO OESTE,LEIRIA,ALCOBAÇA,TURQUEL,Autoridade Nacional da Água,CCDR-LVT,Udográfica,Udométrica,17441,-,37167,-,NÃO,ATIVA,-
