,marker site,latitude,longitude,estacao3,estacao
1080,17048,37.99078,-7.56007,523/42, 523/42
1081,17049,37.98982,-7.5639,523/43, 523/43
1082,17050,37.99378,-7.56923,523/44, 523/44
1083,2076350,38.0364,-7.54722,523/68, 523/68
1084,2075614,38.00279,-7.52111,523/69, 523/69
1085,2076364,38.02697,-7.48416,523/70, 523/70
1086,2075626,37.97113,-7.52832,523/71, 523/71
1087,2076378,37.98224,-7.5536,523/72, 523/72
1088,2076406,38.03641,-7.43305,523/73, 523/73
1089,17274,38.03721,-7.28471,524/3, 524/3
1090,17278,38.01498,-7.33578,524/50, 524/50
1091,17283,38.01004,-7.39023,524/51, 524/51
1092,17032,37.96696,-7.38342,524/60, 524/60
1093,17038,38.01292,-7.39151,524/82, 524/82
1094,33995,38.01424,-7.39264,524/83, 524/83
1095,17040,37.95499,-7.29146,524/85, 524/85
1096,2076484,38.02835,-7.3975,524/114, 524/114
1097,17299,37.91512,-8.40113,528/11, 528/11
1098,2075870,37.9028,-8.19693,529/54, 529/54
1099,2075884,37.88529,-8.28165,529/55, 529/55
1100,2075898,37.90613,-8.23554,529/56, 529/56
1101,2075322,37.89335,-8.1511,529/57, 529/57
1102,2075958,37.86584,-8.20499,529/58, 529/58
1103,2075986,37.95335,-8.0986,530/37, 530/37
1104,2076000,37.91501,-7.96583,530/38, 530/38
1105,2076454,37.93251,-7.7861,531/46, 531/46
1106,70377,37.93776,-7.6105,532/11, 532/11
1107,17265,37.93608,-7.64031,532/38, 532/38
1108,17347,37.94997,-7.66662,532/54, 532/54
1109,68235,37.9492,-7.69927,532/98, 532/98
1110,62485,37.93581,-7.64054,532/118, 532/118
1111,62488,37.91585,-7.60472,532/124, 532/124
1112,17034,37.92164,-7.60461,532/136, 532/136
1113,17033,37.93778,-7.63089,532/153, 532/153
1114,71479,37.94198,-7.76804,532/157, 532/157
1115,17053,37.89947,-7.55301,533/43, 533/43
1116,33996,37.93223,-7.42028,533/51, 533/51
1117,2076392,37.92807,-7.57832,533/74, 533/74
1118,17282,37.95066,-7.30094,534/7, 534/7
1119,17296,37.85407,-8.77906,535/20, 535/20
1120,17315,37.81506,-8.5099,536/23, 536/23
1121,17339,37.8553,-8.48571,537/14, 537/14
1122,33998,37.80695,-7.485,542/19, 542/19
1123,2038432,37.68923,-8.55062,545/53, 545/53
1124,34377,37.76929,-8.01051,548/25, 548/25
1125,17022,37.71162,-7.6072,550/28, 550/28
1126,17024,37.7046,-7.47764,551/27, 551/27
1127,17306,37.64184,-8.21863,555/48, 555/48
1128,17023,37.68206,-7.64262,558/11, 558/11
1129,34005,37.62183,-7.61959,558/51, 558/51
1130,34003,37.646,-7.66156,558/52, 558/52
1131,34004,37.64404,-7.66391,558/53, 558/53
1132,17031,37.65916,-7.57195,559/1, 559/1
1133,17021,37.60607,-7.53199,559/17, 559/17
1134,17027,37.67665,-7.4877,559/21, 559/21
1135,17030,37.62485,-7.52858,559/25, 559/25
1136,2038434,37.50944,-8.71307,560/23, 560/23
1137,2038436,37.59065,-8.35687,562/10, 562/10
1138,73951,37.51922,-7.64193,566/47, 566/47
1139,17029,37.55639,-7.52417,567/2, 567/2
1140,17028,37.58974,-7.56319,567/11, 567/11
1141,34395,37.4959,-8.08277,572/16, 572/16
1142,17524,37.44291,-7.77216,574/24, 574/24
1143,106066,37.47282,-7.47672,575/1, 575/1
1144,17525,37.36298,-8.38011,578/1, 578/1
1145,100101,37.36856,-7.96867,580/9, 580/9
1146,100117,37.33393,-7.81285,581/9, 581/9
1147,100191,37.31626,-8.80037,584/2, 584/2
1148,106077,37.31563,-8.79923,584/3, 584/3
1149,100192,37.32307,-8.79572,584/4, 584/4
1150,100193,37.32104,-8.79872,584/7, 584/7
1151,100197,37.30527,-8.7988,584/11, 584/11
1152,105791,37.31993,-8.53539,585/3, 585/3
1153,17522,37.32346,-8.5817,585/15, 585/15
1154,2050604,37.32472,-8.67132,585/159, 585/159
1155,100410,37.23866,-8.1714,587/21, 587/21
1156,100412,37.23862,-8.16861,587/24, 587/24
1157,100934,37.23884,-8.06148,588/7, 588/7
1158,100449,37.24388,-7.93778,589/4, 589/4
1159,105842,37.24621,-7.69137,590/36, 590/36
1160,109318,37.27989,-7.474,591/43, 591/43
1161,100252,37.16595,-8.60418,594/47, 594/47
1162,100257,37.16941,-8.56184,594/54, 594/54
1163,100258,37.16467,-8.56246,594/55, 594/55
1164,100260,37.16386,-8.55385,594/58, 594/58
1165,100270,37.15097,-8.5648,594/71, 594/71
1166,100276,37.17315,-8.56177,594/79, 594/79
1167,100331,37.1665,-8.61778,594/161, 594/161
1168,100332,37.17515,-8.59306,594/162, 594/162
1169,100339,37.20083,-8.59266,594/171, 594/171
1170,100394,37.1785,-8.58167,594/182, 594/182
1171,2015096,37.15618,-8.49974,594/403, 594/403
1172,2015084,37.15647,-8.49981,594/404, 594/404
1173,2052876,37.16729,-8.55672,594/480, 594/480
1174,2052852,37.19343,-8.5896,594/509, 594/509
1175,2052862,37.16088,-8.63007,594/527, 594/527
1176,2081690,37.18847,-8.58767,594/542, 594/542
1177,100952,37.165,-8.37053,595/95, 595/95
1178,100553,37.16594,-8.36666,595/96, 595/96
1179,106112,37.16746,-8.35669,595/97, 595/97
1180,106115,37.17974,-8.42553,595/137, 595/137
1181,100610,37.19193,-8.37921,595/171, 595/171
1182,100627,37.1634,-8.4714,595/192, 595/192
1183,100628,37.16251,-8.46746,595/193, 595/193
1184,100631,37.16775,-8.4641,595/197, 595/197
1185,106119,37.16883,-8.46186,595/198, 595/198
1186,106120,37.19547,-8.33411,595/209, 595/209
1187,100643,37.1815,-8.4422,595/214, 595/214
1188,105448,37.1618,-8.48948,595/216, 595/216
1189,100675,37.17874,-8.46415,595/260, 595/260
1190,100676,37.16148,-8.48552,595/262, 595/262
1191,100969,37.16162,-8.48801,595/269, 595/269
1192,100682,37.16147,-8.48513,595/270, 595/270
1193,100683,37.16262,-8.48686,595/271, 595/271
1194,100684,37.16191,-8.48701,595/272, 595/272
1195,106126,37.20962,-8.36724,595/287, 595/287
1196,100973,37.16121,-8.44831,595/298, 595/298
1197,106127,37.16257,-8.44697,595/299, 595/299
1198,101518,37.17493,-8.35389,595/301, 595/301
1199,105101,37.1798,-8.36418,595/303, 595/303
1200,101521,37.19218,-8.36136,595/305, 595/305
1201,101522,37.18727,-8.36697,595/306, 595/306
1202,109228,37.16473,-8.3667,595/362, 595/362
1203,20174,37.16789,-8.47536,595/959, 595/959
1204,19568,37.17836,-8.43712,595/1011, 595/1011
1205,2002802,37.18953,-8.3598,595/1034, 595/1034
1206,2002800,37.18664,-8.3617,595/1035, 595/1035
1207,2002798,37.1888,-8.3652,595/1040, 595/1040
1208,2018802,37.16803,-8.46861,595/1047, 595/1047
1209,2002796,37.17673,-8.36066,595/1051, 595/1051
1210,2002792,37.17439,-8.3611,595/1052, 595/1052
1211,2052932,37.14657,-8.47259,595/1059, 595/1059
1212,2008480,37.16183,-8.48492,595/1094, 595/1094
1213,2008486,37.16218,-8.48719,595/1095, 595/1095
1214,2052952,37.16598,-8.42524,595/1243, 595/1243
1215,2052970,37.15126,-8.42869,595/1259, 595/1259
1216,2052942,37.16976,-8.45671,595/1263, 595/1263
1217,100022,37.18855,-8.21271,596/51, 596/51
1218,100809,37.21045,-8.28935,596/143, 596/143
1219,100810,37.21207,-8.2961,596/145, 596/145
1220,100844,37.17458,-8.29726,596/188, 596/188
1221,100892,37.16793,-8.20896,596/263, 596/263
1222,100895,37.19225,-8.1939,596/274, 596/274
1223,100896,37.19225,-8.19109,596/275, 596/275
1224,100899,37.19676,-8.18997,596/278, 596/278
1225,100900,37.20351,-8.20518,596/279, 596/279
1226,106145,37.19496,-8.18771,596/322, 596/322
1227,101070,37.22239,-8.25534,596/330, 596/330
1228,101071,37.17772,-8.29139,596/331, 596/331
1229,107599,37.189,-8.29729,596/332, 596/332
1230,109312,37.15574,-8.21864,596/604, 596/604
1231,109315,37.14721,-8.17136,596/605, 596/605
1232,20514,37.21108,-8.29137,596/714, 596/714
1233,71937,37.15087,-8.22855,596/808, 596/808
1234,2070090,37.21575,-8.18914,596/941, 596/941
1235,100046,37.18677,-8.04106,597/87, 597/87
1236,100009,37.18551,-8.08618,597/91, 597/91
1237,101147,37.20844,-8.02888,597/109, 597/109
1238,101149,37.20933,-8.00932,597/112, 597/112
1239,101150,37.1807,-7.96316,597/113, 597/113
1240,101344,37.22172,-8.07209,597/346, 597/346
1241,101350,37.22296,-8.12491,597/354, 597/354
1242,101357,37.15135,-7.87803,598/5, 598/5
1243,101360,37.1569,-7.90005,598/12, 598/12
1244,101361,37.1639,-7.89947,598/13, 598/13
1245,101369,37.15429,-7.92118,598/35, 598/35
1246,101445,37.16816,-7.89923,598/127, 598/127
1247,101509,37.16085,-7.85414,598/134, 598/134
1248,101008,37.15641,-7.87957,598/148, 598/148
1249,2085262,37.1638,-7.90078,598/248, 598/248
1250,101650,37.18889,-7.47121,600/3, 600/3
1251,101660,37.18357,-7.45269,600/15, 600/15
1252,105123,37.17487,-7.5113,600/62, 600/62
1253,105872,37.17436,-7.5109,600/63, 600/63
1254,101770,37.19013,-7.50127,600/187, 600/187
1255,101773,37.16973,-7.56392,600/190, 600/190
1256,2018806,37.17036,-7.56476,600/219, 600/219
1257,2053116,37.18851,-7.44029,600/270, 600/270
1258,2053106,37.17355,-7.51482,600/295, 600/295
1259,2081698,37.18836,-7.49572,600/299, 600/299
1260,71794,37.0578,-8.88674,601/33, 601/33
1261,101819,37.1296,-8.69741,602/6, 602/6
1262,101821,37.12965,-8.69812,602/8, 602/8
1263,101843,37.09277,-8.77529,602/35, 602/35
1264,101965,37.13882,-8.74598,602/178, 602/178
1265,106236,37.14306,-8.68678,602/189, 602/189
1266,102005,37.12879,-8.74616,602/226, 602/226
1267,71957,37.07978,-8.79593,602/477, 602/477
1268,71961,37.13324,-8.68944,602/478, 602/478
1269,102132,37.12388,-8.5707,603/26, 603/26
1270,71835,37.14439,-8.5796,603/121, 603/121
1271,2047892,37.13959,-8.57503,603/145, 603/145
1272,102197,37.14054,-8.40006,604/63, 604/63
1273,102202,37.11421,-8.40008,604/69, 604/69
1274,102256,37.1273,-8.43141,604/134, 604/134
1275,102258,37.13935,-8.40612,604/136, 604/136
1276,105187,37.12892,-8.43169,604/145, 604/145
1277,2053770,37.1284,-8.48096,604/374, 604/374
1278,2053330,37.10106,-8.46588,604/490, 604/490
1279,2053610,37.11083,-8.37303,604/491, 604/491
1280,2053450,37.09984,-8.41493,604/492, 604/492
1281,2053890,37.10361,-8.44809,604/493, 604/493
1282,102271,37.10881,-8.15218,605/7, 605/7
1283,102305,37.09976,-8.21597,605/48, 605/48
1284,102330,37.10828,-8.18139,605/78, 605/78
1285,102399,37.086,-8.15805,605/164, 605/164
1286,106283,37.09485,-8.18696,605/199, 605/199
1287,102428,37.09512,-8.18249,605/200, 605/200
1288,107419,37.08771,-8.29876,605/268, 605/268
1289,102493,37.11856,-8.13556,605/282, 605/282
1290,102502,37.118,-8.20228,605/293, 605/293
1291,102514,37.08783,-8.15389,605/307, 605/307
1292,102523,37.14097,-8.20658,605/322, 605/322
1293,71838,37.14417,-8.20794,605/346, 605/346
1294,71941,37.0898,-8.18977,605/348, 605/348
1295,2054210,37.09707,-8.22563,605/499, 605/499
1296,2054690,37.12075,-8.13367,605/503, 605/503
1297,2054010,37.10481,-8.23992,605/506, 605/506
1298,2054370,37.12237,-8.19685,605/508, 605/508
1299,2054890,37.12957,-8.23964,605/509, 605/509
1300,109247,37.07794,-8.09747,606/106, 606/106
1301,107786,37.13796,-8.00692,606/127, 606/127
1302,109249,37.07639,-8.09372,606/130, 606/130
1303,107794,37.09188,-8.02626,606/137, 606/137
1304,108116,37.06138,-7.96981,606/434, 606/434
1305,108176,37.08903,-7.98526,606/501, 606/501
1306,109319,37.10486,-8.11084,606/972, 606/972
1307,108657,37.08808,-7.96201,606/986, 606/986
1308,109139,37.0611,-8.0314,606/1019, 606/1019
1309,107718,37.08084,-7.96222,606/1020, 606/1020
1310,107719,37.08843,-7.96892,606/1021, 606/1021
1311,107739,37.09599,-8.02415,606/1042, 606/1042
1312,107740,37.10462,-8.05582,606/1043, 606/1043
1313,109143,37.13307,-8.04004,606/1045, 606/1045
1314,71964,37.05768,-8.06478,606/1089, 606/1089
1315,109320,37.13304,-8.05225,606/1116, 606/1116
1316,70677,37.08194,-8.0035,606/1210, 606/1210
1317,2055090,37.1016,-8.08758,606/1626, 606/1626
1318,108682,37.06485,-7.94704,607/12, 607/12
1319,108725,37.07633,-7.94225,607/56, 607/56
1320,108743,37.07754,-7.92708,607/74, 607/74
1321,108800,37.05835,-7.92347,607/134, 607/134
1322,108803,37.06439,-7.9327,607/137, 607/137
1323,108826,37.06116,-7.89958,607/160, 607/160
1324,108832,37.05682,-7.91453,607/166, 607/166
1325,108942,37.07567,-7.85887,607/278, 607/278
1326,108986,37.07303,-7.77534,607/329, 607/329
1327,109020,37.12904,-7.7989,607/365, 607/365
1328,109110,37.07011,-7.83491,607/468, 607/468
1329,109111,37.06782,-7.8368,607/469, 607/469
1330,109117,37.06456,-7.9092,607/478, 607/478
1331,109236,37.05805,-7.81862,607/479, 607/479
1332,109118,37.06298,-7.81197,607/480, 607/480
1333,109120,37.07692,-7.80021,607/485, 607/485
1334,109121,37.10273,-7.77697,607/486, 607/486
1335,109123,37.10894,-7.81132,607/488, 607/488
1336,109124,37.12845,-7.82669,607/492, 607/492
1337,17203,37.08371,-7.92559,607/552, 607/552
1338,17204,37.07528,-7.9377,607/553, 607/553
1339,70697,37.0888,-7.93954,607/557, 607/557
1340,70698,37.07667,-7.89425,607/565, 607/565
1341,2074170,37.06428,-7.93272,607/873, 607/873
1342,2081714,37.08507,-7.83002,607/875, 607/875
1343,106991,37.11084,-7.6701,608/67, 608/67
1344,106904,37.11421,-7.70029,608/106, 608/106
1345,106830,37.10125,-7.71574,608/132, 608/132
1346,107482,37.09687,-7.70114,608/243, 608/243
1347,106718,37.07414,-7.75226,608/286, 608/286
1348,107484,37.13489,-7.69798,608/367, 608/367
1349,107485,37.14195,-7.69721,608/375, 608/375
1350,106763,37.11507,-7.73325,608/421, 608/421
1351,106726,37.10699,-7.74854,608/454, 608/454
1352,107503,37.12659,-7.65094,608/463, 608/463
1353,106885,37.13411,-7.70004,608/469, 608/469
1354,107452,37.0816,-7.73957,608/472, 608/472
1355,106847,37.11313,-7.71173,608/477, 608/477
1356,107679,37.1223,-7.75894,608/482, 608/482
1357,70699,37.11937,-7.65877,608/492, 608/492
1358,2057250,37.12658,-7.76978,608/572, 608/572
1359,2064410,37.08965,-7.69883,608/581, 608/581
1360,2064530,37.10737,-7.66596,608/582, 608/582
1361,2064650,37.10744,-7.66599,608/583, 608/583
1362,2056650,37.11283,-7.71662,608/587, 608/587
1363,107049,37.04917,-8.93484,609/9, 609/9
1364,107129,37.02503,-7.96641,610/20, 610/20
1365,107070,37.0411,-8.01549,610/168, 610/168
1366,107066,37.04805,-8.02966,610/186, 610/186
1367,107103,37.04775,-7.97466,610/187, 610/187
1368,107582,37.04597,-7.77652,611/4, 611/4
1369,107354,37.04527,-7.8351,611/71, 611/71
1370,107355,37.04259,-7.83341,611/74, 611/74
1371,107328,37.03689,-7.86198,611/92, 611/92
1372,107225,37.02894,-7.94641,611/106, 611/106
1373,107257,37.05276,-7.92996,611/153, 611/153
1374,107265,37.0344,-7.92403,611/156, 611/156
1375,107293,37.03778,-7.90165,611/159, 611/159
1376,107302,37.02737,-7.89407,611/175, 611/175
1377,107246,37.05497,-7.93724,611/190, 611/190
1378,107268,37.04336,-7.92104,611/201, 611/201
1379,107294,37.03575,-7.90104,611/225, 611/225
1380,107221,37.04738,-7.94731,611/229, 611/229
1381,107583,37.04992,-7.86558,611/231, 611/231
1382,107287,37.0505,-7.90609,611/232, 611/232
1383,107279,37.03461,-7.91427,611/240, 611/240
1384,107266,37.05107,-7.92399,611/241, 611/241
1385,107553,37.04367,-7.92768,611/242, 611/242
1386,107243,37.03879,-7.93999,611/246, 611/246
1387,107244,37.04569,-7.93861,611/247, 611/247
1388,17200,37.02605,-7.91423,611/260, 611/260
1389,17201,37.031,-7.86857,611/261, 611/261
1390,17202,37.05219,-7.90643,611/262, 611/262
